Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
EMTX US,EMulate Therapeutics Inc,15,113.2,-9166.8,-185,0,0,,0,7/31/24,N.A.,-0.2,,"4.00
 - 6.00
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
2024281D US,Onfolio Holdings Inc,13.769,50,-22.4,-22.4,0,5,,0,8/26/22,N.A.,-0.2,,"4.50
 - 4.50
",Priced Above Range,Investment Companies,Financial,Investment Companies,
LUXH US,LuxUrban Hotels Inc,13.5,158.7,-69.2,-52.3,27.5183,4,-7.5,110.073,8/12/22,21985R303,-33.5,1.04E+06,"4.00
 - 5.00
",Priced Within Range,Real Estate,Financial,Real Estate Mgmnt/Servic,26.2602
NWTG US,Newton Golf Company Inc,12.8,887.1,-341.1,-145.4,14.5959,4,624.25,58.3836,8/15/23,78577G301,-74.8,69743.4,"4.00
 - 5.00
",Priced Within Range,Leisure Time,"Consumer, Cyclical",Golf,1.62652
CMHF US,Community Heritage Financial Inc,12.6,,,,0,21,-1.428571463,0,9/29/22,20370L103,,819917,"21.00
 - 23.00
",Priced Within Range,Banks,Financial,Commer Banks-Eastern US,36.4194
LPTV US,Loop Media Inc,12,-29.6,-110,-181.6,56.6963,5,-1,283.481,9/22/22,54352F206,-0.1,4.03E+07,"4.50
 - 5.50
",Priced Within Range,Entertainment,"Consumer, Cyclical",Music,48.5463
2073751D US,Biolife4d Corp,11.4926,,,,0,0,,0, ,N.A.,,,"5.20
 - 7.20
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
JEWL US,Adamas One Corp,11.025,-43.6,-2237.1,-215.9,18.3171,4.5,5.333333492,82.427,12/9/22,00548H101,-0.3,1.07E+06,"4.50
 - 4.50
",Priced Within Range,Mining,Basic Materials,Diamonds/Precious Stones,2.80292
OPHV US,Opti-Harvest Inc,11.001,,-30094.3,,25.821,0,,0,6/26/23,N.A.,-0.2,,"4.15
 - 4.15
",,Machinery-Diversified,Industrial,Machinery-Farm,
MAIA US,MAIA Biotechnology Inc,10,,,-262.4,10.6359,5,-10.80000019,53.1795,7/28/22,552641102,-0.7,4.12E+06,"5.00
 - 7.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,13.9262
AIXN US,AiXin Life International Inc,10,51,-51.1,-47.3,20.4998,0,,0, ,9603309,-0.0556907,,"4.00
 - 4.00
",,Retail,"Consumer, Cyclical",Multilevel Dir Selling,
2069901D US,Sobr Safe Inc,9.9998,35.2,-4046.8,N/A,0,4.25,,0,5/16/22,N.A.,,,"4.00
 - 5.00
",Priced Within Range,Software,Technology,Applications Software,
2144040D US,Shuttle Pharmaceuticals Holdings Inc,9.9604,,,-176.8,13.2834,8.125,,107.928,8/31/22,N.A.,,,"8.00
 - 8.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
2160254D US,Nexalin Technology Inc,9.6073,52.3,-4508.7,-193.7,6.465,4.15,,26.8298,9/16/22,N.A.,,,"6.00
 - 7.00
",Priced Below Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
1981782D US,SOS Hydration Inc,9.6,-16.6,-242.8,,0,0,,0, ,784658205,,,"4.00
 - 6.00
",,Beverages,"Consumer, Non-cyclical",Beverages-Non-alcoholic,
1963941D US,Aclarion Inc,9.4178,-39.3,-15293.7,-305.1,0,4.35,,0,4/22/22,N.A.,-5590.2,,"4.50
 - 6.50
",Priced Below Range,Healthcare-Services,"Consumer, Non-cyclical",MRI/Medical Diag Imaging,
2012541D US,Elephant Oil Corp,9.4142,,,,14.0064,0,,0, ,N.A.,-0.00908311,,"4.15
 - 5.15
",,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
TGL US,Treasure Global Inc,9.2,-68.2,-29.8,-36.9,16.0042,4,345.5,64.0168,8/11/22,89458T304,-274.4,153874,"4.00
 - 6.00
",Priced Within Range,Software,Technology,Applications Software,14.6751
BRSF US,Brain Scientific Inc,8.979,-19.2,-5753,-98.2,4.4123,0,,0, ,10488W208,-6.2,,"4.15
 - 5.99
",,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Whsle Drug Dist,
BABY US,PishPosh Inc,8.833,-18,-57.9,-148.7,6.706,5,,33.53,8/30/24,724324108,-0.073448,1.08E+06,"5.00
 - 5.00
",Priced Within Range,Internet,Communications,E-Commerce/Products,19.7459
2212296D US,Bullfrog AI Holdings Inc,8.4325,,,-167.9,0,6.5,,0,2/14/23,N.A.,,218450,"6.38
 - 6.38
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,3.86609
NYX US,Nyiax Inc,8.425,-50.4,-1329.8,-197.9,18.7435,0,,62.652, ,67079G109,-0.2,1.10E+06,"4.00
 - 4.00
",,Advertising,Communications,Advertising Services,7.03138
ELEP US,Elephant Oil Corp,8.333,,,,14.7462,0,,65.5839,9/23/24,N.A.,,,"4.00
 - 5.00
",,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
KNW US,Know Labs Inc,8.28,,,-542.6,47.3893,2,26.5,94.7786,9/16/22,499238202,-5.9,93714.7,"2.00
 - 2.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,3.33434
LEWY US,LeeWay Services Inc,8,100.5,3.4,15.7,9.074,0,,49.57, ,52459J105,0.00636267,,"5.00
 - 5.00
",,Transportation,Industrial,Transport-Services,
2067017D US,bioAffinity Technologies Inc,7.8559,269.6,-96.5,-122.7,0,6.125,,0,9/1/22,N.A.,,,"6.00
 - 6.25
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
ASST US,Asset Entities Inc,7.5,128.6,-1009.3,-203.2,3.8647,5,-29,19.3235,2/3/23,04541A204,-1.2,26365,"5.00
 - 5.00
",Priced Within Range,Internet,Communications,E-Marketing/Info,2.6365
MGOL US,MGO Global Inc,7.5,411.4,-133.2,-198,13.1892,5,-7,65.946,1/13/23,55317F207,-4.9,, ,,Apparel,"Consumer, Cyclical",Apparel Manufacturers,
SCRP US,Scripps Safe Inc,7.2,40.2,-52.3,,11,0,,55, ,81106D104,-0.0278776,,"4.00
 - 6.00
",,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Whsle Drug Dist,
LIPO US,Lipella Pharmaceuticals Inc,7.0001,19.2,-935.2,-160.4,5.6932,5.75,-18.08695602,32.7359,12/20/22,53630L209,-3.7,77909,"6.00
 - 6.00
",Priced Below Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,3.05668
CVKD US,Cadrenal Therapeutics Inc,7,,,-114.2,11.6346,5,-17.60000038,58.173,1/20/23,127636207,-6,748019, ,,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,39.7944
GXAI US,Gaxos.ai Inc,6.9998,1473,-84881.9,-32.9,12.104,4.15,-2.409640789,50.2316,2/15/23,62911P300,-1.8,994818,"4.15
 - 4.15
",Priced Within Range,Software,Technology,Entertainment Software,13.9654
MXRX US,Med-X Inc/CA,6.9,,-485.6,,5.1804,0,,0,4/23/24,58403V201,-0.0360358,,"4.00
 - 6.00
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
CETI US,Cyber Enviro-Tech Inc,6.6795,-13.9,-31201.1,,124.971,0,,0, ,23249D104,-0.0144815,505820,"0.40
 - 0.40
",,Environmental Control,Industrial,Water Treatment Systems,0.445806
2017399D US,Nocera Inc,6.58,69.5,-17.9,-65.1,9.4881,3.5,,33.2084,8/11/22,N.A.,-0.1,,"3.50
 - 4.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Consulting Services,
2082549D US,HeartSciences Inc,6.375,261.1,-35511.8,-103.2,0,4.25,,0,6/15/22,N.A.,,,"4.50
 - 5.50
",Priced Below Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
TPET US,Trio Petroleum Corp,6,,-4515.3,-82.5,19.087,3,-24.33333397,57.261,4/18/23,89669L207,-1.7,208277,"3.00
 - 4.00
",Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,2.99391
VTRO US,Vitro Diagnostics Inc,6,5.2,-532,-137.8,7.32516,0,,0, ,928501402,-0.7,,"5.00
 - 6.00
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
JNVR US,Janover Inc,5.65,4.8,-129.8,-49.3,9.9937,4,-4.5,39.9748,7/25/23,47100L301,-0.2,158874,"4.00
 - 6.00
",Priced Within Range,Software,Technology,Applications Software,11.122
ELGP US,Elate Group Inc,5.312,-4,-5.6,-12.9,5,0,,0,3/7/24,28417L101,,,"4.00
 - 4.25
",,Storage/Warehousing,"Consumer, Cyclical",Storage/Warehousing,
NCPL US,Netcapital Inc,5.0008,-41.7,-100.7,-24.6,4.2727,4.15,98.79517365,17.7317,7/13/22,64113L202,-28.2,323734, ,,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,14.7686
LRHC US,La Rosa Holdings Corp,5,118.6,-20.8,,11.9706,5,-30,59.853,10/10/23,50172T103,-0.1,265741,"5.00
 - 5.00
",Priced Within Range,Real Estate,Financial,Real Estate Mgmnt/Servic,0.71032
MCVT US,Mill City Ventures III Ltd,5,,,5.9,6.0747,4,8,24.2988,8/9/22,59982U200,0.8,3918,"4.00
 - 4.00
",Priced Within Range,Investment Companies,Financial,Investment Companies,0.0613602
ASPI US,ASP Isotopes Inc,5,857,-780.2,,31.357,4,-33.25,125.428,11/10/22,00218A105,-0.3,4.35E+07,"4.00
 - 5.00
",Priced Within Range,Energy-Alternate Sources,Energy,Energy-Alternate Sources,60.4118
PWM US,Prestige Wealth Inc,5,83.6,-1074.6,,9,5,8,45,7/6/23,N.A.,-0.1,980833,"5.00
 - 6.00
",Priced Within Range,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,5.19339
2134732D US,Dynamic Innovative Solutions Ltd,5,,,,175,0,,0, ,N.A.,,,"0.20
 - 0.20
",,Software,Technology,Educational Software,
CWD US,CaliberCos Inc,4.8,-43.7,-38.6,-9.7,13.2005,4,50,52.802,5/17/23,13000T109,0.0252433,786656,"5.00
 - 5.00
",Priced Below Range,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,5.45884
2031239D US,NeoVolta Inc,4.4852,-23.4,-87,-67.1,0,4,,0,7/28/22,N.A.,,,"4.00
 - 4.00
",Priced Within Range,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
NGL AU,Nightingale Intelligent Systems Inc,4.3453,10.5,-278.6,-219.1,120.313,0.22,-34.09090805,18.298, ,N.A.,-0.0867469,, ,,Computers,Technology,Computer Data Security,
ATLX US,Atlas Lithium Corp,4.05,,-6331.7,,5.7865,6,18.33333397,34.719,1/11/23,105861306,-0.3,1.98E+06,"8.00
 - 10.00
",Priced Below Range,Mining,Basic Materials,Diversified Minerals,11.3268
RIME US,Algorhythm Holdings Inc,4,-40.2,-98.9,-46.9,2.1161,4,39.87639999,8.4644,5/24/22,829322502,-23.4,302481, ,,Home Furnishings,"Consumer, Cyclical",Audio/Video Products,12.6307
SING US,Singlepoint Inc,4,20.8,-67.2,-97.2,5.2816,0,,0, ,82932V508,-1282.6,16519,"5.00
 - 5.00
",,Energy-Alternate Sources,Energy,Energy-Alternate Sources,0.124651
SGE US,Strong Global Entertainment Inc,4,6.9,-4.4,-7.5,7,4,-7.25,28,5/16/23,86335G109,0.2,,"5.00
 - 5.00
",Priced Below Range,Home Furnishings,"Consumer, Cyclical",Audio/Video Products,
CETY US,Clean Energy Technologies Inc,3.9,-63.7,-182.1,-43.2,38.1499,4,13,152.6,3/23/23,18452H206,-0.0824189,542210,"4.00
 - 5.00
",Priced Within Range,Energy-Alternate Sources,Energy,Energy-Alternate Sources,1.14093
2113365D US,Ainos Inc,3.315,-83,-71702.2,-49,17.6596,4.25,,75.0533,8/9/22,N.A.,,,"8.77
 - 8.77
",Priced Below Range,Cosmetics/Personal Care,"Consumer, Non-cyclical",Cosmetics&Toiletries,
CTM US,Castellum Inc,3,-1,-22.2,-29.3,41.5131,2,35,83.0262,10/13/22,14838T204,0.0202596,7.89E+06,"2.00
 - 3.00
",Priced Within Range,Computers,Technology,Computer Services,9.29552
ASRE US,Astra Energy Inc,2.5,,,-35.7,0,0,,0, ,04632R108,-0.000438844,,"0.50
 - 0.50
",,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
2197340D US,JAAG Enterprises Inc,0.1754,,,,11.208,0,,0, ,N.A.,,, ,,Commercial Services,"Consumer, Non-cyclical",Inactive/Unknown,
2179636D US,Global-Smart.Tech,0.15,,,,10,0,,0, ,N.A.,,,"0.03
 - 0.03
",,Software,Technology,Applications Software,
LMMY US,Lamy /US,0.12,,-224.4,256.3,17,0,,0, ,50172J105,-0.00160525,,"0.01
 - 0.01
",,Software,Technology,Applications Software,
MGNC US,Mag Magna Corp,0.1,,,,8.5,0,,0, ,55903T108,,,"0.03
 - 0.03
",,Chemicals,Basic Materials,Chemicals-Specialty,
IMUC US,Eom Pharmaceutical Holdings In,0,,,-143.7,0,0,,0, ,452536402,-11.5,, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
OMED US,OptMed Inc,0,,,-359.9,0,0,,0,6/12/23,N.A.,-0.0463081,, ,,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
HRGN US,Harvard Apparatus Regenerative,0,317.4,-1798.1,-180.6,0,0,,0, ,09074M202,-0.3,3.76E+06, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,23.5979
SPTY US,Specificity Inc,0,-7.2,-97.5,-856.7,0,0,,0, ,84752X101,-0.0583842,, ,,Advertising,Communications,Advertising Services,
GLUC US,Glucose Health Inc,0,7232.1,-131,-267.2,5.0211,0,,0, ,379894108,-0.0140538,, ,,Beverages,"Consumer, Non-cyclical",Beverages-Non-alcoholic,
HESP US,Hesperos Inc,0,-0.8,-9.3,,0,0,,0, ,N.A.,0.0207502,, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
2099226D IT,Maple X Inc,0,,,,0,0,,0, ,N.A.,,, ,,Real Estate,Financial,Real Estate Oper/Develop,
2032749D US,Oxeia Biopharmaceuticals Inc,0,,,,0,0,,0,6/8/22,N.A.,,, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
STWY US,Steinway Musical Instruments Holdings Inc,0,,,,0,0,,0,5/9/23,N.A.,,, ,,Leisure Time,"Consumer, Cyclical",Leisure&Rec Products,
ADXS US,Ayala Pharmaceuticals Inc,0,-94.8,-369785,-226.1,4.3205,0,,0, ,7624406,-4.9,1.49E+07, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,35.0597
HOTI US,Hemoglobin Oxygen Therapeutics LLC,0,,,,0,0,,0, ,N.A.,-10.3,, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
KGKG US,Kona Gold Beverage Inc,0,172.3,-283.2,-317.8,0,0,,0, ,50049K103,-0.00311953,10000, ,,Beverages,"Consumer, Non-cyclical",Beverages-Non-alcoholic,0.000407612
VISM US,Visium Technologies Inc,0,,-20,-4206.3,0,0,,0, ,92836G309,-40.59,, ,,Computers,Technology,Computer Services,
2332771D US,African Agriculture Inc,0,,,,0,0,,0, ,N.A.,,, ,,Food,"Consumer, Non-cyclical",Fisheries,
ODII US,Odyssey Semiconductor Technologies Inc,0,-9,-1532.2,-159.7,0,0,,0, ,67613M109,-0.2,, ,,Semiconductors,Technology,Electronic Compo-Semicon,
MRZM US,Marizyme Inc,0,176.6,-10118.6,-75.7,0,0,,0, ,570372102,-0.1,6000,"6.00
 - 8.00
",,Computers,Technology,Computer Services,0.00455259
TCRG US,Cannaisseur Group Inc\The,0,-98.6,-181348,-5571.5,50.95,0,,0, ,137931101,-0.00252501,, ,,Household Products/Wares,"Consumer, Non-cyclical",Consumer Products-Misc,
GC US,Gladstone Cos Inc/The,0,,,,0,0,,0,3/26/24,N.A.,,, ,,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,
BNTY US,Bounty Minerals Inc,0,,,,0,0,,0, ,N.A.,,, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
2199245D US,Harvard Apparatus Regenerative,0,317.4,-1798.1,-180.6,0,0,,0, ,N.A.,,,"6.00
 - 6.00
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
NLON US,Nuveen Loan Opportunities Fund,0,,,,0,0,,0, ,N.A.,,,"20.00
 - 20.00
",,Closed-end Funds,Financial,Closed-end Funds,
ALTD US,Altitude International Inc,0,85.1,-70.6,-13.1,0,0,,0, ,02156A105,-0.00835877,1.17E+08, ,,Leisure Time,"Consumer, Cyclical",Athletic Equipment,23.7491
EVTV US,Envirotech Vehicles Inc,0,-34.6,-473.1,-31.9,0,0,,0, ,29414V209,-0.2,1.17E+06, ,,Auto Manufacturers,"Consumer, Cyclical",Auto-Med&Heavy Duty Trks,5.06201
EVTS US,ev Transportation Services Inc,0,,,,0,0,,0,8/9/23,N.A.,,, ,,Auto Manufacturers,"Consumer, Cyclical",Auto-Cars/Light Trucks,
MELT US,Melt Pharmaceuticals Inc,0,,,-93.4,0,0,,0, ,N.A.,-0.7,, ,,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
2130037D US,Value Village Inc,0,,,,0,0,,0, ,N.A.,,, ,,Retail,"Consumer, Cyclical",Retail-Apparel/Shoe,
SHRG US,Sharing Services Global Corp,0,-32.4,-61.7,-57.8,0,0,,0, ,819536202,-13.9,, ,,Healthcare-Services,"Consumer, Non-cyclical",Medical Labs&Testing Srv,
MNX US,MN8 Energy Inc,0,,,,0,0,,0,8/26/24,N.A.,,, ,,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
PGRM US,Panagram Capital LLC,0,,,,0,0,,0,12/27/24,N.A.,,, ,,Investment Companies,Financial,Investment Companies,
