Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
1469138D US,Envision Healthcare Holdings Inc,1110.9,23.8,2.6,2,174.083,23,9.347826004,4003.91,8/14/13,29413U103,1.3,,"20.00
 - 23.00
",Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Phys Practice Mgmnt,
HDS US,HD Supply Holdings Inc,1101.06,1.6,7.3,37.2,191.749,18,3.666666746,3451.48,6/27/13,40416M105,4,,"22.00
 - 25.00
",Priced Below Range,Distribution/Wholesale,"Consumer, Cyclical",Distribution/Wholesale,
STFR US,Steadfast Apartment REIT Inc,1100,,,,0,0,,0, ,85780P101,,2083.29,"15.00
 - 15.00
",,REITS,Financial,REITS-Apartments,0.00189065
IQV US,IQVIA Holdings Inc,1089.47,2.8,8.9,5.1,128.915,40,5.275000095,5156.6,5/9/13,46266C105,14.9,1.76E+08,"36.00
 - 40.00
",Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Medical Labs&Testing Srv,99.664
1850242D US,EQT RE Merger Sub Inc,1050,40.7,-27.5,-1.6,133.524,21,4.285714149,2804,1/24/14,762760106,3,, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
0701919D US,FS Global Credit Opportunities Fund-R,1020,,,,0,0,,0, ,N.A.,,,"10.20
 - 10.20
",,Closed-end Funds,Financial,Closed-end Funds,
RREO US,Resource Real Estate Opportunity REIT II Inc,1000,,23,,0,0,,0,2/10/14,76123W101,0.4,137433,"10.00
 - 10.00
",,REITS,Financial,REITS-Apartments,0.0826619
STSFF US,Smartstop Self Storage REIT Inc,1000,1.7,-7.7,-0.9,0,0,,0, ,83192D105,2.6,483224,"10.00
 - 10.00
",,REITS,Financial,REITS-Storage,0.550556
BRX US,Brixmor Property Group Inc,948.75,4.8,25.9,3.9,229.68,20,2,4593.6,10/30/13,11120U105,2,3.34E+08,"19.00
 - 21.00
",Priced Within Range,REITS,Financial,REITS-Shopping Centers,109.274
PAH LN,Element Solutions Inc,885,5.3,9.9,4.9,88.5295,10,0.5,885.29, ,N.A.,1.5,,"10.00
 - 10.00
",Priced Within Range,Chemicals,Basic Materials,Chemicals-Specialty,
PINC US,Premier Inc,874.12,0.7,8.8,-0.1,32.3748,27,13.51851845,874.12,9/26/13,74051N102,2.6,8.55E+07,"23.00
 - 26.00
",Priced Above Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Whsle Drug Dist,93.5965
ARMK US,Aramark,833.75,8.1,1.5,2.7,229.837,20,13.5,4596.74,12/12/13,03852U106,2.7,3.05E+08,"20.00
 - 23.00
",Priced Within Range,Food Service,"Consumer, Cyclical",Food-Catering,115.176
GMZ US,Goldman Sachs MLP Income Opportunities Fund,826.3,,,,0,20,0,0,11/26/13,38147W202,,681870,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,10.6733
AMH US,American Homes 4 Rent,811.763,6.4,23.8,3.1,184.857,16,-2.5,2957.71,8/1/13,02665T306,2.2,3.56E+08,"16.00
 - 18.00
",Priced Within Range,REITS,Financial,REITS-Apartments,96.3983
FSGL US,FS Global Credit Opportunities Fund-D,765,,,,0,0,,0, ,30291A102,,,"10.20
 - 10.20
",,Closed-end Funds,Financial,Closed-end Funds,
XPRO US,Expro Group Holdings NV,759,13.2,3,2.3,153.524,22,19.81818199,3377.53,8/9/13,N.A.,1.4,1.26E+08,"19.00
 - 21.00
",Priced Above Range,Oil&Gas Services,Energy,Oil-Field Services,108.441
CQH US,Cheniere Energy Partners LP Holdings LLC,720,,,47045.4,231.7,20,-3.900000095,4634,12/13/13,16411W108,-0.00944756,,"19.00
 - 21.00
",Priced Within Range,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
EPEGQ US,EP Energy Corp,704,-23.7,-101.8,-23.9,243.875,20,-9.600000381,4877.5,1/17/14,268785102,0.9,1.21E+06,"23.00
 - 27.00
",Priced Below Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,0.474683
STAY US,Extended Stay America Inc,649.75,-14.4,2.2,0.4,204.688,20,19.35000038,4093.76,11/13/13,30224P200,1.2,,"18.00
 - 21.00
",Priced Within Range,Lodging,"Consumer, Cyclical",Hotels&Motels,
OUT US,Outfront Media Inc,644,0.5,14.1,4.7,123,28,5.357142925,3444,3/28/14,69007J304,1.8,1.96E+08,"26.00
 - 28.00
",Priced Within Range,REITS,Financial,REITS-Diversified,117.456
COMM US,CommScope Holding Co Inc,625.248,-7.8,-7.5,-3.7,185.654,15,-0.06666667014,2784.81,10/25/13,20337X109,1.2,2.12E+08,"18.00
 - 21.00
",Priced Below Range,Telecommunications,Communications,Telecommunication Equip,98.0185
ENBL US,Enable Midstream Partners LP,575,-16.7,3.5,3.9,207.855,20,11,4157.1,4/11/14,292480100,1.7,,"19.00
 - 21.00
",Priced Within Range,Pipelines,Energy,Pipelines,
0738301D US,Aptalis Holdings Inc,500,11.8,12.6,6.5,0,0,,0, ,N.A.,2.4,, ,,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
SEGR US,Southeastern Grocers Inc,500,-5.6,-1.4,,0,0,,0, ,84169Q103,1.3,1.28E+08, ,,Food,"Consumer, Non-cyclical",Food-Retail,
CWEN/A US,Clearway Energy Inc,495.249,4.3,6.4,0.6,22.5113,22,23.86363602,495.25,7/17/13,18539C105,6.5,2.77E+07,"19.00
 - 21.00
",Priced Above Range,Electric,Utilities,Electric-Generation,80.1671
QEPM US,Andeavor Midstream Partners LP,483,,40.5,9.8,29.705,21,5.952381134,623.8,8/9/13,74735R115,1.8,,"19.00
 - 21.00
",Priced Within Range,Pipelines,Energy,Pipelines,
MIE US,Cohen & Steers MLP Income and Energy Opportunity Fund Inc,480,,,,0,20,0,0,3/26/13,19249B106,,4.22E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,16.1616
MIK US,Michaels Cos Inc/The,472.223,3.9,5.6,7,203.104,17,0.1176470593,3452.77,6/27/14,59408Q106,8.3,,"17.00
 - 19.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Arts&Crafts,
CDW US,CDW Corp/DE,454.538,-1.7,5.1,7.7,171.958,17,8.058823586,2923.29,6/27/13,12514G108,9.5,1.38E+08,"17.00
 - 18.00
",Priced Within Range,Internet,Communications,E-Services/Consulting,104.897
RSPP US,RSP Permian Inc,448.5,132.4,28.3,4.6,72.5,19.5,3.333333254,1413.75,1/17/14,74978Q105,3.2,,"19.00
 - 21.00
",Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
FPL US,First Trust New Opportunities MLP & Energy Fund,440,,,,0,20,0,0,3/27/14,33739M100,,7.72E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,32.9187
PSXP US,Phillips 66 Partners LP,434.442,10.4,64.1,10.2,37.6809,23,29.13043404,866.66,7/23/13,718549207,5,,"19.00
 - 21.00
",Priced Above Range,Pipelines,Energy,Pipelines,
OMF US,OneMain Holdings Inc,411.432,7.9,8.9,2,114.788,17,13.29411793,1951.4,10/16/13,68268W103,22.5,1.16E+08,"15.00
 - 17.00
",Priced Within Range,Diversified Finan Serv,Financial,Finance-Consumer Loans,97.6306
PEGI US,Pattern Energy Group Inc,404.8,12,-5.7,-0.5,35.5283,22,5.772727489,781.62,9/27/13,70338P100,1.7,,"19.00
 - 21.00
",Priced Above Range,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
PGNPQ US,Paragon Offshore PLC,400,,7.7,-19.5,0,0,,0, ,N.A.,2.8,16574, ,,Oil&Gas,Energy,Oil&Gas Drilling,0.0186201
0873885D US,Devon Midstream Partners LP,400,,,,0,0,,0, ,N.A.,,, ,,Oil&Gas Services,Energy,Oil-Field Services,
VLP US,Valero Energy Partners LP,396.75,-17.9,6.1,16.7,28.7899,23,21.73913002,662.17,12/11/13,91914J102,,,"19.00
 - 21.00
",Priced Above Range,Pipelines,Energy,Pipelines,
ESNT US,Essent Group Ltd,385.332,12,58.6,10.7,86.4946,17,23.52941132,1470.41,10/31/13,N.A.,8.1,1.08E+08,"13.50
 - 15.50
",Priced Above Range,Insurance,Financial,Reinsurance,104.744
SFM US,Sprouts Farmers Market Inc,382.95,12.9,4.9,10.9,146.434,18,122.8333359,2635.81,8/1/13,85208M102,6.4,1.01E+08,"14.00
 - 16.00
",Priced Above Range,Food,"Consumer, Non-cyclical",Food-Retail,103.114
MEP US,Midcoast Energy Partners LP,382.95,-30.8,-5,-1.9,25.3851,18,-3.277777672,456.93,11/7/13,59564N103,5,,"19.00
 - 21.00
",Priced Below Range,Pipelines,Energy,Pipelines,
AMC US,AMC Entertainment Holdings Inc,378.949,-3.6,-7.6,-4,21.5533,18,5,387.96,12/18/13,00165C302,-0.1,1.66E+08,"18.00
 - 20.00
",Priced Within Range,Entertainment,"Consumer, Cyclical",Theaters,38.4333
ATHL US,Athlon Energy Inc,362.756,90.5,19.7,5.5,82.1291,20,37.79999924,1642.58,8/2/13,47477104,2.5,,"18.00
 - 20.00
",Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
HELIQ US,CHC Group Ltd,356.5,-19,-31.8,-66.1,80.5814,10,-2,805.81,1/17/14,N.A.,-38,2498,"12.00
 - 14.00
",Priced Below Range,Transportation,Industrial,Transport-Services,0.0914392
NETI US,Eneti Inc,350.951,38.3,53,10.8,137.39,9.75,-2.56410265,1339.55,12/12/13,N.A.,1.6,, ,,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
MNDT US,Mandiant Inc,349,20.9,189.5,27.4,119.746,20,80,2394.92,9/20/13,562662106,0.2,3.74E+07,"15.00
 - 17.00
",Priced Above Range,Internet,Communications,Internet Security,15.9323
WNRL US,Western Refining Logistics LP,347.875,-14.5,1.9,12.6,24.8735,22,9.545454979,547.22,10/10/13,95931Q205,2,2059,"19.00
 - 21.00
",Priced Above Range,Oil&Gas,Energy,Oil Refining&Marketing,0.00337412
CEN US,Center Coast Brookfield MLP & Energy Infrastructure Fund,334,,,,0,20,0,0,9/26/13,151461209,,1.43E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,29.0866
IVH US,Delaware Ivy High Income Opportunities Fund,331.238,,,,0,20,0,0,5/29/13,246107106,,3.63E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,21.9219
1310423D US,Silver Eagle Acquisition Corp,325,,,,32.5,10,0,325,7/23/13,827694209,-0.1,,"10.00
 - 10.00
",Priced Within Range,Investment Companies,Financial,Investment Companies,
OCIP US,OCI Partners LP,315,,-4.4,6.2,80.5,18,4.444444656,1449,10/4/13,67091N108,0.8,110223,"19.00
 - 21.00
",Priced Below Range,Chemicals,Basic Materials,Petrochemicals,0.126697
TEP US,Tallgrass Energy Partners LP,313.9,9.4,28.6,4.1,25.85,21.5,0,555.77,5/14/13,874697105,3.8,,"21.00
 - 23.00
",Priced Within Range,Pipelines,Energy,Pipelines,
VEEV US,Veeva Systems Inc,300.034,16.2,26,10.7,122.252,20,85.80000305,2445.04,10/16/13,922475108,6.7,1.54E+08,"16.00
 - 18.00
",Priced Above Range,Software,Technology,Enterprise Software/Serv,94.5439
QTS US,QTS Realty Trust Inc,295.837,12.1,2.9,0.2,28.8112,21,0,605.04,10/9/13,74736A103,6.2,,"27.00
 - 30.00
",Priced Below Range,REITS,Financial,REITS-Warehouse/Industr,
1316 HK,Nexteer Automotive Group Ltd,295.322,1.6,1.4,1.7,2497.8,2.8,-8.214283943,901.926, ,N.A.,0.1,5.02E+08,"2.60
 - 3.57
",Priced Within Range,Auto Parts&Equipment,"Consumer, Cyclical",Auto/Trk Prts&Equip-Orig,19.9831
DATA US,Tableau Software Inc,292.33,31.7,-6.6,-8.4,9.43,31,63.70967865,292.33,5/17/13,87336U105,1.8,8.36E+06,"28.00
 - 30.00
",Priced Above Range,Software,Technology,Applications Software,10.8427
ZU US,zulily Inc,290.95,72.5,1.2,2.6,12.4566,22,71.36363983,274.05,11/15/13,989774104,1,3914,"18.00
 - 20.00
",Priced Above Range,Internet,Communications,E-Commerce/Products,0.00578541
MYCC US,ClubCorp Holdings Inc,289.797,3.3,0.3,-0.0204841,66.4695,14,3.571428537,930.57,9/20/13,18948M108,2.4,,"16.00
 - 18.00
",Priced Below Range,Leisure Time,"Consumer, Cyclical",Recreational Centers,
SCAI US,Surgical Care Affiliates Inc,269.868,21.8,2.7,1.5,38.1429,24,12.91666698,915.43,10/30/13,86881L106,7.6,,"21.00
 - 24.00
",Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Medical-Hospitals,
HAWK US,Blackhawk Network Holdings Inc,264.5,17.4,-6.9,-5.9,11.5,23,13.08695698,264.5,4/19/13,9.24E+107,6.1,,"20.00
 - 22.00
",Priced Above Range,Diversified Finan Serv,Financial,Finance-Credit Card,
BURL US,Burlington Stores Inc,260.666,9.3,4.7,6.1,73.6325,17,47.11764526,1251.75,10/2/13,122017106,13.5,7.74E+07,"14.00
 - 16.00
",Priced Above Range,Retail,"Consumer, Cyclical",Retail-Apparel/Shoe,122.929
SFXEQ US,LiveStyle Inc,260,107.9,-36.9,-26.3,80.5138,13,-8.538461685,1046.68,10/9/13,784178303,-0.4,171964,"11.00
 - 13.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Commercial Services,0.17389
CAHS US,Colony American Homes Inc,260,,,,248.652,0,,0, ,19624F102,,6.34E+06,"11.50
 - 13.00
",,Real Estate,Financial,Real Estate Oper/Develop,1.03668
LADR US,Ladder Capital Corp,259.038,-3.1,21.3,2,50.6015,17,-0.05882352963,860.23,2/6/14,505743104,1,9.07E+07,"16.00
 - 18.00
",Priced Within Range,REITS,Financial,REITS-Mortgage,70.9522
TCSGQ US,Container Store Group Inc/The,258.75,-19,-12.1,-10.1,47.9229,18,101.1111145,862.61,11/1/13,210751202,14.1,1.27E+06,"17.00
 - 18.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Misc/Diversified,36.661
JMLP US,Nuveen All Cap Energy MLP Opportunities Fund,255,,,,0,20,-3.75,0,3/27/14,6.71E+112,,1.84E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,13.6286
RMAX US,RE/MAX Holdings Inc,253,-5.5,2.3,1.2,11.6188,22,22.72727203,255.61,10/2/13,75524W108,3.1,1.79E+07,"19.00
 - 21.00
",Priced Above Range,Real Estate,Financial,Real Estate Mgmnt/Servic,89.8121
EIGI US,Endurance International Group Holdings Inc,252.612,-2.8,-1.1,0.7,126.238,12,-6.25,1514.86,10/25/13,29272B105,1.1,,"14.00
 - 16.00
",Priced Below Range,Internet,Communications,Web Hosting/Design,
HMHC US,Houghton Mifflin Harcourt Co,251.85,25,20.3,10.6,139.956,12,32.16666794,1679.47,11/14/13,44157R109,2.1,2.79E+07,"14.00
 - 16.00
",Priced Below Range,Media,Communications,Publishing-Books,21.8451
DRII US,Diamond Resorts International Inc,249.55,12.5,17.1,7.7,75.3941,14,15.35714245,1055.52,7/19/13,25272T104,2.4,,"16.00
 - 18.00
",Priced Below Range,Lodging,"Consumer, Cyclical",Hotels&Motels,
REXR US,Rexford Industrial Realty Inc,230.328,16.4,29.6,2.2,25.2393,14,0.2857142985,353.35,7/19/13,76169C100,2.1,2.66E+08,"13.00
 - 15.00
",Priced Within Range,REITS,Financial,REITS-Warehouse/Industr,112.526
9966699D US,PNMAC Holdings Inc,230.006,,,,12.7781,18,6.111111164,230.01,5/9/13,70932B101,,,"17.00
 - 19.00
",Priced Within Range,Diversified Finan Serv,Financial,Finance-Mtge Loan/Banker,
VNCE US,Vince Holding Corp,230,-18,8.6,1.8,36.2636,20,43.29999924,725.27,11/22/13,92719W207,0.1,1.11E+07,"17.00
 - 19.00
",Priced Above Range,Apparel,"Consumer, Cyclical",Apparel Manufacturers,87.9655
MSTu CN,Milestone Apartments Real Estate Investment Trust,226.512,28.3,13.2,1.5,0,10,0.1000000015,0, ,59934P101,0.7,, ,,REITS,Financial,REITS-Apartments,
SALE US,RetailMeNot Inc,219.544,12.5,0.7,-0.3,50.207,21,31.90476227,1054.35,7/19/13,76132B106,0.8,1912,"20.00
 - 22.00
",Priced Within Range,Internet,Communications,E-Commerce/Services,0.00395381
AHH US,Armada Hoffler Properties Inc,218.543,5.8,6.1,1.6,17.2288,11.5,0.6956521869,198.13,5/8/13,04208T108,1.2,7.24E+07,"11.00
 - 13.00
",Priced Within Range,REITS,Financial,REITS-Diversified,90.5433
1824551D US,Alterra Mountain Co,215.626,-2.8,7.1,3,45.007,12,-0.8333333135,540.08,1/31/14,46090K109,1.5,14138,"15.00
 - 17.00
",Priced Below Range,Leisure Time,"Consumer, Cyclical",Leisure&Rec/Games,0.0355024
WPT US,World Point Terminals LLC,201.25,3.6,36.5,17.6,17.798,20,-1.5,355.96,8/9/13,98159G107,1.7,,"19.00
 - 21.00
",Priced Within Range,Pipelines,Energy,Pipelines,
3093023Q US,Diamond Resorts Corp,200,33.9,2.6,2.6,0,0,,0, ,86787D208,,, ,,Entertainment,"Consumer, Cyclical",Resorts/Theme Parks,
0170136D US,Silver Star Properties REIT Inc,200,,,,0,0,,0, ,N.A.,,,"10.00
 - 10.00
",,REITS,Financial,REITS-Diversified,
NMBL US,Nimble Storage Inc,193.2,24.9,-39.3,-47.6,71.4804,21,61.57143021,1501.09,12/13/13,65440R101,-0.1,6763,"18.00
 - 20.00
",Priced Above Range,Computers,Technology,Computers-Memory Devices,0.00735909
ISEE US,IVERIC bio Inc,192.28,,,-46.1,31.251,22,19.54545403,687.52,9/25/13,46583P102,-1.3,1.79E+07,"19.00
 - 20.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,13.0004
0345840D US,Griffin Capital Essential Asset REIT Inc,191.5,69.8,-16.4,-1.6,0,0,,0, ,N.A.,0.5,,"10.28
 - 10.28
",,REITS,Financial,REITS-Diversified,
CBPX US,Continental Building Products Inc,189.417,7.9,14,9.2,44.069,14,8.5,616.97,2/5/14,211171103,3.5,,"16.00
 - 18.00
",Priced Below Range,Building Materials,Industrial,Bldg Prod-Cement/Aggreg,
JONEQ US,Jones Energy Inc,187.5,-7.4,-546.2,-122,0,15,-7.800000191,0,7/24/13,48019R306,13.4,231402,"17.00
 - 19.00
",Priced Below Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,3.3165
CHGG US,Chegg Inc,187.5,-13.7,-135.5,-64.4,81.7283,12.5,-22.55999947,1021.6,11/13/13,163092109,1.2,1.03E+08,"9.50
 - 11.50
",Priced Above Range,Commercial Services,"Consumer, Non-cyclical",Schools,97.584
PGEN US,Precigen Inc,183.998,-36.9,-3216.1,-85.2,96.7103,16,54.5625,1547.36,8/8/13,74017N105,-0.2,1.92E+08,"14.00
 - 16.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,65.3298
4589 JP,Acucela Inc,181.242,,,,37.002,1800,25.27777863,658.31, ,00510T109,,1.56E+06,"1,650.00
 - 1,800.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Therapeutics,4.11165
HASI US,HA Sustainable Infrastructure,176.896,19.9,52.1,2.9,15.9458,12.5,-8.800000191,199.32,4/18/13,41068X100,0.0506456,1.38E+08,"14.00
 - 16.00
",Priced Below Range,Investment Companies,Financial,Investment Companies,115.455
ZAIS US,ZAIS Group Holdings Inc,175.95,-2.6,-14.4,-1.1,22.8349,10,0.200000003,228.35,3/22/13,98887G106,-5.2,,"10.00
 - 10.00
",Priced Within Range,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,
1229348D US,Jason Industries Inc,172.5,-8.1,-24.1,-24.3,18.4,10,0.3987500072,184,8/9/13,74874R207,-0.7,,"10.00
 - 10.00
",Priced Within Range,Hand/Machine Tools,Industrial,Mach Tools&Rel Products,
JAT US,American Petroleum Tankers Partners LP,172.5,-10.7,-54.7,,0,0,,0, ,N.A.,,, ,,Transportation,Industrial,Transport-Marine,
2463165D US,Fidelity & Guaranty Life,165.75,34.3,14.5,0.8,56.75,17,10.94117641,964.75,12/13/13,315785105,4,462,"17.00
 - 19.00
",Priced Within Range,Insurance,Financial,Life/Health Insurance,0.000783064
CTT US,CatchMark Timber Trust Inc,163.42,-2,57,10,15.5244,13.5,0,209.58,12/12/13,14912Y202,0.9,1.38E+07,"13.50
 - 15.00
",Priced Within Range,REITS,Financial,REITS-Diversified,27.9861
VMEMQ US,Violin Memory Federal Systems Inc,162,-35.5,-194.7,-80.6,81.8244,9,-22,736.42,9/27/13,92763A309,-3.2,,"8.00
 - 10.00
",Priced Within Range,Computers,Technology,Computers-Memory Devices,
0761014D US,ONE International Realty Investment Corp,159,,,,0,0,,0, ,N.A.,,,"8.00
 - 12.00
",,Real Estate,Financial,Real Estate Oper/Develop,
JGWEQ US,JG Wentworth Co/The,156.975,32,-44.6,-3.8,11.2204,14,-8.428571701,157.09,11/8/13,46618D108,-2.5,,"15.00
 - 16.00
",Priced Below Range,Diversified Finan Serv,Financial,Finance-Other Services,
EFF US,Eaton Vance Floating-Rate Income Plus Fund,151.966,,,,0,20,0.1000000015,0,6/26/13,278284104,,3.13E+06, ,,Closed-end Funds,Financial,Closed-end Funds,0.194235
BNFT US,Benefitfocus Inc,150.395,-1.8,-12.2,-7.5,24.312,26.5,102.07547,644.268,9/18/13,08180D106,1,1.52E+06,"21.50
 - 24.50
",Priced Above Range,Software,Technology,Enterprise Software/Serv,4.40392
0703271D US,Cerberus Mortgage Capital Inc,150,,,,0,0,,0, ,N.A.,,, ,,REITS,Financial,REITS-Mortgage,
CTYV US,City Ventures Inc,150,113.2,14.8,,0,0,,0, ,N.A.,-97.7,, ,,Home Builders,"Consumer, Cyclical",Bldg-Residential/Commer,
ACSF US,American Capital Senior Floating Ltd,150,-3.4,31.3,2.1,10.0001,15,-10.80000019,150,1/16/14,02504D108,2.2,,"15.00
 - 15.00
",Priced Within Range,Investment Companies,Financial,Investment Companies,
2560767D US,Del Taco Restaurants Inc,150,7.2,1,0.7,15,10,0.200000003,150,11/14/13,52748T203,1.2,,"10.00
 - 10.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Restaurants,
0863412D US,ATEL 16 LLC,150,,,,0,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Trucking&Leasing,Industrial,Trucking&Leasing,
FOXF US,Fox Factory Holding Corp,147.857,-4.8,0.4,0.2,36.3171,15,24.06666756,544.76,8/8/13,35138V102,3.1,4.91E+07,"13.00
 - 15.00
",Priced Within Range,Auto Parts&Equipment,"Consumer, Cyclical",Auto/Trk Prts&Equip-Orig,117.631
PTCT US,PTC Therapeutics Inc,144.417,-13.9,-45,-20.1,23.8038,15,9.933333397,357.057,6/20/13,69366J200,-1.4,8.10E+07,"13.00
 - 16.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,102.681
TPVG US,TriplePoint Venture Growth BDC Corp,143.749,-20.9,29.4,3.6,9.842,15,4.333333492,147.63,3/6/14,89677Y100,3.9,5.60E+06,"15.00
 - 15.00
",Priced Within Range,Investment Companies,Financial,Investment Companies,13.9607
PTLA US,Portola Pharmaceuticals Inc,140.45,190.6,-249.2,-61.5,35.1463,14.5,4.482758522,509.62,5/22/13,737010108,-3.3,3.08E+07,"13.00
 - 16.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Therapeutics,39.2663
ITCI US,Intra-Cellular Therapies Inc,139.521,46.6,-10.9,-7.1,22.1346,0,,0,12/20/13,46116X101,-0.7,1.01E+08,"6.35
 - 6.35
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,94.6405
RARE US,Ultragenyx Pharmaceutical Inc,139.115,29,-101.6,-38,29.9259,21,101.1904755,628.44,1/31/14,90400D108,-4.5,1.01E+08,"19.00
 - 20.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,107.441
