Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
LDI US,loanDepot Inc,540,9.3,-8.1,-1.5,61.8814,0,,0, ,53946R106,-4.6,4.85E+07,"16.00
 - 18.00
",,Diversified Finan Serv,Financial,Finance-Mtge Loan/Banker,46.2655
JHB US,Nuveen Corporate Income Novemb,500,,,,0,10,0.001874999958,0,8/24/16,67077N106,,,"10.00
 - 10.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
1566353D US,WillScot Holdings Corp,500,1.3,1.1,0.4,50,10,0.5,420,9/11/15,N.A.,2.9,,"10.00
 - 10.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Rental Auto/Equipment,
LAUR US,Laureate Education Inc,490,5.5,18.9,14.8,35,14,-5.357142925,490,2/1/17,518613203,1.5,1.42E+08,"17.00
 - 20.00
",Priced Below Range,Commercial Services,"Consumer, Non-cyclical",Schools,95.0766
PSTG US,Pure Storage Inc,488.75,11.9,3.3,2.8,28.75,17,-5.823529243,425,10/7/15,74624M102,2.3,3.03E+08,"16.00
 - 18.00
",Priced Within Range,Computers,Technology,Computers-Memory Devices,92.9367
1812209D US,Match Group Inc/old,460,,19.3,8.8,38.3333,12,22.83333397,400,11/19/15,57665R106,3.5,37400,"12.00
 - 14.00
",Priced Within Range,Internet,Communications,E-Commerce/Services,0.0503882
PACEU US,Pace Holdings Corp,450,,,,45,10,1.100000024,450,9/11/15,N.A.,-0.0920723,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
BSM US,Black Stone Minerals LP,427.5,-26.7,62.5,21.8,95.1333,19,-4,1807.53,5/1/15,09225M101,1.8,4.59E+07,"19.00
 - 21.00
",Priced Within Range,Oil&Gas,Energy,Oil-US Royalty Trusts,21.7389
CAFD US,8Point3 Energy Partners LP,420,14.5,16.2,1.2,20,21,-2.428571463,420,6/19/15,282539105,3.1,,"19.00
 - 21.00
",Priced Within Range,Electric,Utilities,Electric-Generation,
DCAU US,Dundon Capital Acquisition Corp,400,,,,0,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
ADSW US,Advanced Disposal Services Inc,398.475,4.1,-0.4,0.00849473,86.631,18,11.11111069,1559.36,10/6/16,00790X101,3.1,4.14E+07,"18.00
 - 21.00
",Priced Within Range,Environmental Control,Industrial,Non-hazardous Waste Disp,45.663
LAT US,Landmark Apartment Trust Inc,375,67,-9.6,-1.6,0,0,,0, ,N.A.,0.8,, ,,REITS,Financial,REITS-Apartments,
1646391D US,Hostess Brands Inc,375,18.9,12,3.5,37.5,10,4.900000095,375,8/14/15,382866200,1.8,,"10.00
 - 10.00
",Priced Within Range,Food,"Consumer, Non-cyclical",Food-Baking,
BLVDU US,Boulevard Acquisition Corp II,370,,,0.4,37,10,-0.400000006,370,9/22/15,10157Q201,-0.050226,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
SIOX US,Sio Gene Therapies Inc,362.25,,,-41,99.15,15,99.33333588,1487.25,6/11/15,829399104,-0.8,7.06E+06,"13.00
 - 15.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,9.54938
FDEU US,First Trust Dynamic Europe Equity Income Fund,330,,,,0,20,0.05000000075,0,9/25/15,33740D107,,8.96E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,52.007
CLACU US,Capitol Acquisition Corp III,325,,,-0.1,32.5,10,0,300,10/14/15,14055M205,-0.1,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
NBLX US,Noble Midstream Partners LP,323.438,8.6,17.5,5.1,17.7776,22.5,16.44444466,357.808,9/15/16,65506L105,4.2,1.30E+06,"19.00
 - 21.00
",Priced Above Range,Pipelines,Energy,Pipelines,1.43347
ETSY US,Etsy Inc,306.667,2.1,10.8,11.8,110.963,16,87.5,1775.41,4/16/15,29786A106,6.5,1.29E+08,"14.00
 - 16.00
",Priced Within Range,Internet,Communications,E-Commerce/Products,122.16
SGRY US,Surgery Partners Inc,301.235,13.5,-5.4,-2.2,48.157,19,-4.6842103,914.983,10/1/15,86881A100,2.3,1.56E+08,"23.00
 - 26.00
",Priced Below Range,Healthcare-Services,"Consumer, Non-cyclical",Medical-Hospitals,122.636
LCRT US,LoanCore Realty Trust Inc,300,,,,25.26,0,,0, ,53945L100,,,"20.00
 - 20.00
",,REITS,Financial,REITS-Mortgage,
NSA US,National Storage Affiliates Trust,299,-10.2,14.4,1.9,0,13,0,0,4/23/15,637870106,4.7,7.21E+07,"15.00
 - 17.00
",Priced Below Range,REITS,Financial,REITS-Storage,94.2939
MCRN US,Milacron Holdings Corp,294.026,1.9,3.3,2,67.002,20,-2.099999905,0,6/25/15,59870L106,1.7,,"20.00
 - 22.00
",Priced Within Range,Hand/Machine Tools,Industrial,Mach Tools&Rel Products,
FUDA US,Fuda Group USA Corp,292.5,,63,,155.954,0,,0, ,N.A.,0.1,,"5.85
 - 5.85
",,Mining,Basic Materials,Precious Metals,
BATS US,Cboe Bats LLC,290.605,5,5.8,8.2,95.6794,19,21.05263138,1817.91,4/15/16,05491G109,0.9,,"17.00
 - 19.00
",Priced Within Range,Diversified Finan Serv,Financial,Finance-Other Services,
ACV US,Virtus Diversified Income & Convertible Fund,282.25,,,,0,25,-0.07999999821,0,5/22/15,92840N100,,2.76E+06,"25.00
 - 25.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,26.6456
XYZ US,Block Inc,279.45,10,12,8.3,327.945,9,45.22222137,2951.5,11/19/15,852234103,2.7,4.26E+08,"11.00
 - 13.00
",Priced Below Range,Commercial Services,"Consumer, Non-cyclical",Commercial Serv-Finance,76.1659
NTNX US,Nutanix Inc,273.608,15.3,-5.8,-1.9,17.1005,16,131.25,2232.06,9/30/16,67059N108,2.7,2.36E+08,"13.00
 - 15.00
",Priced Above Range,Software,Technology,Computer Software,88.398
PESC US,Philadelphia Energy Solutions Inc,272.727,,0.2,,29.5835,0,,0, ,717560106,,100,"15.00
 - 18.00
",,Oil&Gas,Energy,Oil Refining&Marketing,0.000338026
2301473D US,Amplify Snack Brands Inc,270,47.2,10,1.2,75,18,-10.33333302,1350,8/5/15,03211L102,-0.0106398,,"14.00
 - 16.00
",Priced Above Range,Food,"Consumer, Non-cyclical",Food-Confectionery,
WNFM US,Wayne Farms Inc,269.23,7.3,9.6,,12.8205,0,,0, ,94604J101,,,"18.00
 - 21.00
",,Agriculture,"Consumer, Non-cyclical",Pastoral&Agricultural,
JHA US,Nuveen High Income December 2018 Target Term Fund,261,,,,0,10,0.1000000015,0,11/13/15,67075P103,,,"10.00
 - 10.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
2291909D US,MedEquities Realty Trust Inc,256.319,-6.2,9.8,0.3,31.6846,12,-3.416666746,380.215,9/29/16,58409L306,0.7,1.59E+06,"12.00
 - 14.00
",Priced Within Range,REITS,Financial,REITS-Health Care,5.00494
PGND US,Press Ganey Holdings Inc,255.875,13.1,-11.4,2.9,53.5482,25,10,1305.33,5/21/15,74113L102,1.8,,"22.00
 - 24.00
",Priced Above Range,Software,Technology,Medical Information Sys,
HLI US,Houlihan Lokey Inc,253.575,5.8,14.6,11.1,12.0845,21,6.666666508,253.774,8/13/15,441593100,5.1,5.78E+07,"22.00
 - 24.00
",Priced Below Range,Diversified Finan Serv,Financial,Finance-Invest Bnkr/Brkr,107.003
RUN US,Sunrun Inc,250.6,-9.8,-139.6,-14.1,96.9739,14,-23.0714283,1357.63,8/5/15,86771W105,-3.4,2.64E+08,"13.00
 - 15.00
",Priced Within Range,Energy-Alternate Sources,Energy,Energy-Alternate Sources,116.615
NBCPU US,NB Capital Acquisition Corp,250,,,,25,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
PLNT US,Planet Fitness Inc,248.4,10.3,14.5,5.7,37.2605,16,0,596.168,8/6/15,72703H101,4,1.01E+08,"14.00
 - 16.00
",Priced Within Range,Leisure Time,"Consumer, Cyclical",Recreational Centers,120.364
MPSX US,Multi Packaging Solutions International Ltd,246.675,2.7,0.1,0.9,77.4394,13,21.76922989,967.712,10/22/15,N.A.,1.8,,"15.00
 - 17.00
",Priced Below Range,Packaging&Containers,Industrial,Containers-Paper/Plastic,
SITE US,SiteOne Landscape Supply Inc,241.5,5.5,2.7,4.1,39.5422,21,27,830.386,5/12/16,82982L103,6.2,5.14E+07,"20.00
 - 22.00
",Priced Within Range,Distribution/Wholesale,"Consumer, Cyclical",Distribution/Wholesale,114.396
IBRX US,ImmunityBio Inc,238.28,2270.5,-2804.7,-93.2,0,25,38.56000137,0,7/28/15,45256X103,-0.5,6.17E+08,"20.00
 - 23.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,72.3191
GNRT US,Gener8 Maritime Inc,236.351,-23.9,-54.7,-8.2,81.8725,14,-6.428571224,1146.21,6/25/15,N.A.,1.8,172299,"17.00
 - 19.00
",Priced Below Range,Transportation,Industrial,Transport-Marine,0.206922
EVH US,Evolent Health Inc,224.825,30,-2.4,-2.3,41.4517,17,10.94117641,704.679,6/5/15,30050B101,0.1,1.27E+08,"14.00
 - 16.00
",Priced Above Range,Software,Technology,Enterprise Software/Serv,108.994
NEPG US,NEP Group Inc,221,24.1,-9.3,,37.708,0,,0, ,64066H109,3.5,,"15.00
 - 17.00
",,Media,Communications,Broadcast Serv/Program,
TRUK US,Truck Hero Inc,211.111,55.8,-0.0313938,,39.4315,0,,0, ,897787107,1.2,714000,"17.00
 - 19.00
",,Auto Parts&Equipment,"Consumer, Cyclical",Auto/Trk Prts&Equip-Orig,1.81073
AQXu CN,Trilogy International Partners Inc,210.286,-63.5,181.7,-14.4,0,10,3.5,0, ,01625W201,,, ,,Telecommunications,Communications,Cellular Telecom,
1867279D US,Avondale Acquisition Corp,200,,,,20,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
ELECU US,Electrum Special Acquisition Corp,200,,,-0.1,0,10,1.5,0,6/11/15,N.A.,0.1,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
EACQU US,Easterly Acquisition Corp,200,,,1.7,0,10,-0.1000000015,0,7/30/15,27616L201,,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
1696855D US,Daseke Inc,199.599,-11.5,-1.1,-1.5,19.9599,10,0,199.599,7/23/15,42588J209,,,"10.00
 - 10.00
",Priced Within Range,Transportation,Industrial,Transport-Truck,
NTRA US,Natera Inc,196.2,56.7,-11.2,-12.2,49.3273,18,26.33333397,887.891,7/2/15,632307104,1,1.33E+08,"17.00
 - 18.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Diagnostic Kits,98.4413
PRTC LN,PureTech Health PLC,191.488,-78.6,-1972.8,-12.9,247.528,160,11.25,628.595, ,N.A.,-0.3,2.03E+08, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,84.4297
ARA US,American Renal Associates Holdings Inc,189.75,2,-1.6,-0.7,30.8448,22,20.45454597,653.836,4/21/16,29227105,1.2,,"20.00
 - 23.00
",Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Dialysis Centers,
PSAV US,PSAV Inc,184.516,17.6,-0.3,0.4,71.4893,0,,0, ,69391D103,,,"12.00
 - 13.00
",,Entertainment,"Consumer, Cyclical",Theaters,
AIMT US,Aimmune Therapeutics Inc,183.999,,,-86.4,42.1795,16,50.625,650.872,8/6/15,00900T107,-3.1,,"14.00
 - 16.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
ONC US,BeiGene Ltd,182.16,54.9,-16.9,-11.2,7.59,24,18,158.4,2/3/16,07725L102,,5.35E+07,"22.00
 - 24.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,54.0743
TDOC US,Teladoc Health Inc,180.262,-1.2,-38.9,-25.3,38.2838,19,50,703.88,7/1/15,87918A105,1.7,1.47E+08,"15.00
 - 17.00
",Priced Above Range,Healthcare-Services,"Consumer, Non-cyclical",Medical-Outptnt/Home Med,83.9935
RMNIU US,Rimini Street Inc,172.5,-0.6,-8.4,-9.5,0,10,0.200000003,0,5/20/15,76674Q206,-0.4,,"10.00
 - 10.00
",Priced Within Range,Computers,Technology,Computer Services,
1870252D US,VIZIO Inc,172.5,5.3,1.4,,0,0,,0, ,N.A.,6,, ,,Home Furnishings,"Consumer, Cyclical",Audio/Video Products,
PMTS US,CPI Card Group Inc,172.5,8.1,4,6,56.4761,10,21.70000076,564.761,10/9/15,12634H200,3.8,9.04E+06,"10.00
 - 10.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Commercial Serv-Finance,80.2538
GPP US,Green Plains Partners LP,172.5,1.6,50.9,32.9,17.3896,15,0,260.844,6/26/15,393221106,1.9,,"19.00
 - 21.00
",Priced Below Range,Pipelines,Energy,Pipelines,
PMTS CN,CPI Card Group Inc,172.5,8.1,4,6,0,10,22.06899261,0, ,12634H200,,9.04E+06, ,,Commercial Services,"Consumer, Non-cyclical",Commercial Serv-Finance,80.2538
PINT US,HBMB Inc,172.5,85.4,9.2,,0,0,,0, ,N.A.,1.6,, ,,Beverages,"Consumer, Non-cyclical",Beverages-Wine/Spirits,
BOJA US,Bojangles' Inc,169.337,2.9,13.1,9.5,35.9038,19,25,682.172,5/8/15,97488100,1.3,132344,"18.00
 - 19.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Restaurants,0.35246
GMS US,GMS Inc,169.05,3.2,5,4.1,40.9429,21,4.333333492,859.801,5/26/16,36251C103,10.7,4.29E+07,"21.00
 - 23.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Building Products,111.868
BPMC US,Blueprint Medicines Corp,168.619,104,-13.1,-6,27.0539,18,4.833333492,464.976,4/30/15,09627Y109,-3,7.10E+07,"15.00
 - 17.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,111.177
OLLI US,Ollie's Bargain Outlet Holdings Inc,164.221,8,8.7,8.2,58.4632,16,32.1875,935.411,7/16/15,681116109,3.7,7.21E+07,"13.00
 - 15.00
",Priced Above Range,Retail,"Consumer, Cyclical",Retail-Discount,117.72
RGNX US,REGENXBIO Inc,159.39,-7.6,-272.5,-43.6,26.2957,22,38.40909195,557.715,9/17/15,75901B107,-3.5,4.38E+07,"22.00
 - 22.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,87.3736
SRRA US,Sierra Oncology Inc,158.355,,,-52.5,28.829,17,81.1764679,490.093,7/16/15,82640U404,-5.9,,"17.00
 - 17.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
1855237D US,Purple Innovation Inc,155.25,-4.4,-20,-28,15.525,10,0.1000000015,155.25,7/30/15,37954X204,-0.1,,"10.00
 - 10.00
",Priced Within Range,Home Furnishings,"Consumer, Cyclical",Home Furnishings,
CFMS US,Conformis Inc,155.25,-37.8,-81.3,-44.8,40.4126,15,28.33333397,606.189,7/1/15,2.07E+204,-6.9,1.98E+06,"14.00
 - 16.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,25.0969
MCRB US,Seres Therapeutics Inc,153.814,,,0.0545735,38.9487,18,185.5555573,681.014,6/26/15,81750R102,-0.9,7.25E+07,"15.00
 - 17.00
",Priced Above Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,41.5539
HOME US,At Home Group Inc,142.95,27.2,-8.6,10.5,60.3673,15,0,905.51,8/4/16,04650Y100,6.5,1.11E+07,"14.00
 - 16.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Building Products,16.8953
GBT US,Global Blood Therapeutics Inc,138,57.3,-155.6,-43.4,28.7085,20,115.5500031,574.17,8/12/15,37890U108,-4,278419,"16.00
 - 18.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,0.412618
PEN US,Penumbra Inc,138,12.8,1.1,0.9,30.6386,30,37.66666794,901.158,9/18/15,70975L107,4.3,3.70E+07,"25.00
 - 28.00
",Priced Above Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,95.7599
KDNY US,Chinook Therapeutics Inc,136.85,-88.1,-3065.6,-45,60.0005,17,147.0588226,1020.01,4/15/15,16961L106,-1.8,1.56E+07,"17.00
 - 17.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,21.7677
CHCT US,Community Healthcare Trust Inc,136.562,2.6,-2.7,-0.3,7.5112,19,3.947368383,142.713,5/21/15,20369C106,2.2,2.57E+07,"19.00
 - 21.00
",Priced Within Range,REITS,Financial,REITS-Health Care,90.63
WAAS US,AquaVenture Holdings Ltd,134.55,39.7,-9.8,-2.6,26.388,18,21.94444466,474.984,10/6/16,N.A.,1,,"18.00
 - 20.00
",Priced Within Range,Environmental Control,Industrial,Water Treatment Systems,
WING US,Wingstop Inc,126.73,36,17.3,19.8,28.5812,19,61,543.043,6/12/15,974155103,5.3,3.09E+07,"16.00
 - 18.00
",Priced Above Range,Retail,"Consumer, Cyclical",Retail-Restaurants,110.631
GKOS US,Glaukos Corp,124.2,21.8,-38.1,-15.2,31.263,18,73.44444275,562.734,6/25/15,377322102,-1.1,6.16E+07,"16.00
 - 17.00
",Priced Above Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,107.93
JHY US,Nuveen High Income 2020 Target Term Fund,124,,,,0,10,2.5,0,7/29/15,67075L102,,,"10.00
 - 10.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
1552299D US,Commercial Credit Inc,123.25,13.8,20.4,,17.3794,0,,0, ,201616109,,,"15.00
 - 17.00
",,Diversified Finan Serv,Financial,Finance-Leasing Compan,
ACIA US,Acacia Communications Inc,119.025,25.5,15.4,11.4,35.7266,23,34.56521606,821.712,5/13/16,00401C108,3.1,,"21.00
 - 23.00
",Priced Within Range,Telecommunications,Communications,Telecommunication Equip,
RPD US,Rapid7 Inc,118.68,8.5,3,1.8,38.7524,16,58,604.558,7/17/15,753422104,2.7,6.87E+07,"13.00
 - 15.00
",Priced Above Range,Computers,Technology,Computer Data Security,107.388
VTVT US,vTv Therapeutics Inc,117.188,,-1815.3,-74.9,7.8125,15,-27.39999962,117.188,7/30/15,918385204,-4.3,1.60E+06,"15.00
 - 17.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,61.4167
CHMA US,Chiasma Inc,117.117,,-6761.2,-73,23.9294,16,25,382.87,7/16/15,16706W102,-1.4,,"13.00
 - 15.00
",Priced Above Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
NVTAQ US,Invitae Corp,116.84,12.1,-601.6,-112.4,31.7518,16,6.5625,508.029,2/12/15,46185L103,-2,4.13E+07,"13.00
 - 15.00
",Priced Above Range,Healthcare-Services,"Consumer, Non-cyclical",Medical Labs&Testing Srv,14.4151
JCAP US,Jernigan Capital Inc,115,44.4,98.4,-6.2,6.01,20,1.549999952,120.2,3/27/15,476405105,-0.6,3.57E+06,"19.00
 - 21.00
",Priced Within Range,Private Equity,Financial,Private Equity,15.335
ALRM US,Alarm.com Holdings Inc,112.7,6.5,13.2,7.1,45.3714,14,20.5714283,635.2,6/26/15,11642105,4.1,5.12E+07,"13.00
 - 15.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Protection-Safety,103.146
SCWX US,SecureWorks Corp,112,-21,-23.5,-12.5,10.671,14,0,149.394,4/22/16,81374A105,-0.6,1.43E+07,"15.50
 - 17.50
",Priced Below Range,Computers,Technology,Computer Data Security,75.4965
WVE US,WaVe Life Sciences Ltd,111.888,-4.4,-89.5,-30.9,21.5513,16,0,344.821,11/11/15,N.A.,-1,1.39E+08,"15.00
 - 17.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,90.6008
FENX US,Fenix Parts Inc,110.4,91.6,-32.4,-37.2,19.6907,8,5.5,143.126,5/14/15,31446L100,-0.0864147,,"9.00
 - 11.00
",Priced Below Range,Internet,Communications,E-Commerce/Products,
GI US,EndoChoice Holdings Inc,109.537,17.7,-82.1,-50.7,25.1065,15,13.33333302,366.06,6/5/15,29272U103,-2,,"15.00
 - 17.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
MCFT US,MasterCraft Boat Holdings Inc,104.731,-44.6,2.1,-2.3,17.2104,15,6.133333206,258.156,7/17/15,57637H103,0.7,1.66E+07,"13.00
 - 15.00
",Priced Within Range,Leisure Time,"Consumer, Cyclical",Recreational Vehicles,98.9911
1940857D US,Fogo De Chao Inc,101.472,9,9.1,5.4,27.9148,20,28.75,558.296,6/19/15,344177100,1.9,368996,"16.00
 - 18.00
",Priced Above Range,Retail,"Consumer, Cyclical",Retail-Restaurants,1.30596
2512660D US,MINDBODY Inc,100.1,31.3,-8.1,-8.9,7.15,14,-17.4285717,100.1,6/19/15,60255W105,0.2,,"13.00
 - 15.00
",Priced Within Range,Software,Technology,Applications Software,
PRX US,Par Pharmaceutical Holdings Inc,100,,,,0,0,,0, ,N.A.,,, ,,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Generic Drugs,
1236829D US,AVINTIV Inc,100,,,,0,0,,0, ,N.A.,,, ,,Chemicals,Basic Materials,Chemicals-Fibers,
1893638D US,IASIS Healthcare Corp,100,10.8,-0.0940958,-0.0834275,0,0,,0, ,450725205,3.9,, ,,Healthcare-Services,"Consumer, Non-cyclical",Medical-Hospitals,
BRLP US,Bowie Resource Partners LP,100,10.5,-1.1,,0,0,,0, ,N.A.,,, ,,Coal,Energy,Coal,
FMOG US,Freeport-McMoRan Oil & Gas Inc,100,,,,0,0,,0, ,N.A.,,, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
ORRI US,Royal Resources Partners LP,100,,,,0,0,,0, ,N.A.,,, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
EPLP US,Empire Petroleum Partners LP,100,,,,0,0,,0, ,N.A.,,, ,,Oil&Gas,Energy,Oil Refining&Marketing,
ALON US,Alion Science and Technology Corp,100,-5.2,-5.4,-7.1,0,0,,0, ,16275109,-2.9,, ,,Computers,Technology,Computer Services,
OGISZ US,Overseas Shipholding Group Inc,100,-3.2,13.8,5.8,0,0,,0, ,69036R806,1.3,, ,,Transportation,Industrial,Transport-Marine,
2229342D US,Lightbeam Electric Co,100,,,,0,0,,0, ,N.A.,-212.8,, ,,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
PMHC US,PharMEDium Healthcare Holdings Inc,100,27.6,-3.3,,0,0,,0, ,N.A.,26.3,, ,,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
1312055D US,Acelity Holdings Inc,100,,,,0,0,,0, ,N.A.,,, ,,Healthcare-Services,"Consumer, Non-cyclical",Medical-Outptnt/Home Med,
PMVAU US,PMV Acquisition Corp,100,,,,0,0,,0, ,693459208,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
1294961D US,SRA Cos Inc,100,-8,-1.7,,0,0,,0, ,N.A.,,, ,,Computers,Technology,Computer Services,
NMG/A US,Neiman Marcus Group LLC/The,100,4.1,5.1,,0,0,,0, ,640204202,,5473, ,,Apparel,"Consumer, Cyclical",Apparel Manufacturers,0.536716
SLCY US,SoulCycle Inc,100,48.6,22.6,,0,0,,0, ,N.A.,39.7,, ,,Leisure Time,"Consumer, Cyclical",Recreational Centers,
2926850Z US,SunGard,100,1.7,-14.1,0.6,0,0,,0, ,N.A.,,, ,,Computers,Technology,Computer Services,
0614723D US,Petco Holdings Inc LLC,100,,,,0,0,,0, ,N.A.,,, ,,Retail,"Consumer, Cyclical",Retail-Pet Food&Supplies,
TF US,TransFirst Holdings Corp,100,,-0.6,,0,0,,0, ,N.A.,,, ,,Commercial Services,"Consumer, Non-cyclical",Commercial Serv-Finance,
MHED US,McGraw-Hill Education Inc,100,-1.6,-9.1,,0,0,,0, ,N.A.,24.2,, ,,Media,Communications,Publishing-Books,
GPMP US,GPM Petroleum LP,100,-48.5,2.4,,0,0,,0, ,N.A.,,, ,,Oil&Gas,Energy,Oil Refining&Marketing,
UVN US,Univision Holdings Inc,100,-1.8,-2.7,2.3,0,0,,0, ,915286108,6.2,, ,,Media,Communications,Broadcast Serv/Program,
