Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
SSYS US,Stratasys Ltd,75,-8.7,-21,-11.1,0,0,,0, ,N.A.,0.1,6.60E+07, ,,Computers,Technology,Computers-Other,91.9799
0226671D US,Reval Holdings Inc,75,39.5,-38.5,-26.4,0,0,,0, ,N.A.,-39.3,, ,,Software,Technology,Enterprise Software/Serv,
IWAT US,Dialog Semiconductor Inc,75,,,,0,0,,0, ,N.A.,,, ,,Semiconductors,Technology,Electronic Compo-Semicon,
SGLX US,Singulex Inc,74.375,,,,15.3444,0,,0, ,82933Q102,,,"15.00
 - 17.00
",,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
EOPN US,E2open LLC,70.3125,-4.9,-35.1,-33.6,24.9288,15,-9.333333015,373.93,7/26/12,29788A104,-0.4,,"15.00
 - 17.00
",Priced Within Range,Software,Technology,Enterprise Software/Serv,
HGENQ US,Humanigen Inc,70,-30,-2813.4,-140.3,23.3851,8,0,187.08,1/31/13,444863203,-0.8,946577,"8.00
 - 9.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,0.794908
1863976D US,Envivio Inc,69.795,-3.8,-37.5,-14.5,26.6577,9,-5.666666508,239.92,4/25/12,29413T106,-0.2,, ,,Internet,Communications,Internet Connectiv Svcs,
BFYT US,Benefytt Technologies LLC,66.7338,8.7,7.7,-4.6,4.7667,14,-2.142857075,66.73,2/8/13,08182C106,-3.4,3.49E+06,"14.00
 - 16.00
",Priced Within Range,Insurance,Financial,Life/Health Insurance,25.726
ACNV US,Accelera Innovations Inc,66.1983,N/A,-70010.6,-21007.5,26.3118,0,,0, ,00434W105,-0.0044085,,"7.00
 - 7.00
",,Internet,Communications,Internet Applic Sftwr,
AGMX US,AutoGenomics Inc,66,-1.7,-39.1,,16.7468,0,,0, ,05277R105,-0.5,,"9.00
 - 11.00
",,Healthcare-Products,"Consumer, Non-cyclical",Diagnostic Equipment,
GBIM US,GlobeImmune Inc,65,8.2,-42.8,-16.4,17.2324,0,,0, ,37957B100,-1.2,159067,"11.00
 - 13.00
",,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,2.76564
ENTA US,Enanta Pharmaceuticals Inc,64.4,-14.6,-171.5,-27,17.4366,14,22.7142849,244.11,3/21/13,29251M106,-3.7,2.13E+07,"14.00
 - 16.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,99.745
LFT US,Lument Finance Trust Inc,60.4995,11.8,18.5,1.7,7.38925,15,-3.333333254,110.84,3/22/13,55025L108,0.5,1.58E+07,"15.00
 - 15.00
",Priced Within Range,REITS,Financial,REITS-Mortgage,30.2586
HPTX US,Horizon Therapeutics LLC,57.5,169.1,-5.5,-0.5,16.592,10,1.100000024,165.92,7/26/12,44915N101,1.5,,"11.00
 - 13.00
",Priced Below Range,Pharmaceuticals,"Consumer, Non-cyclical",Therapeutics,
LAND US,Gladstone Land Corp,56.7035,-5.7,15.6,0.9,6.5302,15,0,97.95,1/29/13,376549101,0.8,1.77E+07,"15.00
 - 15.00
",Priced Within Range,REITS,Financial,REITS-Diversified,48.8192
1483446D US,Audeo Oncology Inc,52,,,,10.842,0,,0, ,05070L107,3.7,,"14.00
 - 16.00
",,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
RGLS US,Regulus Therapeutics Inc,51.75,,,-80.6,35.8179,4,5,143.27,10/4/12,75915K309,-0.7,5.23E+07,"4.00
 - 4.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,78.9302
0554684D US,Commonwealth Income & Growth Fund 8 LP,50,,,,0,0,,0, ,N.A.,,,"20.00
 - 20.00
",,Investment Companies,Financial,Investment Companies,
0469661D US,WBSB Bancorp Inc,44.275,,,,0,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Banks,Financial,Commer Banks-Central US,
0547175D US,Greenpower International Group Ltd,44,,,,21,0,,0, ,395394109,,,"4.00
 - 4.00
",,Commercial Services,"Consumer, Non-cyclical",Consulting Services,
TPST US,Tempest Therapeutics Inc,41.9688,,,-89.9,14.2623,0,,0,10/4/12,87978U207,-15.3,428989,"5.50
 - 5.50
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,12.1861
MCBK US,Madison County Financial Inc,41.4,,45.8,0.8,0,10,48.90000153,0,10/4/12,556777100,2.1,,"10.00
 - 10.00
",Priced Within Range,Savings&Loans,Financial,S&L/Thrifts-Central US,
CCAQU US,Committed Capital Acquisition Corp II,40,,,-0.5,8,5,1,40,4/11/14,20262C203,-0.0090483,,"5.00
 - 5.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
STML US,Stemline Therapeutics Inc,38.152,8543.3,-177.7,-46,7.4585,10,18,74.58,1/29/13,85858C107,-1.6,6.40E+06,"10.00
 - 12.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,12.193
ORC US,Orchid Island Capital Inc,35.4,60.4,12.9,0.7,3.342,15,-1.333333373,50.13,2/14/13,68571X301,1,2.88E+07,"14.00
 - 16.00
",Priced Within Range,REITS,Financial,REITS-Mortgage,30.8499
AVGC US,Avangard Capital Group Inc,30,3911.1,-182.2,,0,0,,0,10/7/13,05350D205,-0.2,,"6.00
 - 6.00
",,Diversified Finan Serv,Financial,Finance-Auto Loans,
ADMA US,ADMA Biologics Inc,28.4996,65.1,46.3,48.3,9.2239,8.5,0.5882353187,78.4,10/17/13,899104,0.5,2.49E+08,"8.50
 - 9.50
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,104.218
0628188D US,TobahMaoz Inc,25,,,,25,0,,0, ,N.A.,,,"1.00
 - 1.00
",,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
0119285D US,ZEONS Global Inc,25,,,,31.1056,0,,0, ,N.A.,,,"25.00
 - 25.00
",,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
0206126D US,Committed Capital Acquisition Corp III,25,,,,0,0,,0, ,N.A.,,,"5.00
 - 5.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
OSP AU,Osprey Medical Inc,21.55,17.2,-512.5,-134.4,99.2522,0.4,4.999998569,42.7767, ,N.A.,-0.4,2.61E+06, ,,Healthcare-Products,"Consumer, Non-cyclical",Medical Instruments,10.1633
IPDN US,Professional Diversity Network Inc,21,-12.5,-37.3,-35.1,6.31823,8,-4.125,50.55,3/5/13,74312Y400,-2,365710,"10.00
 - 12.00
",Priced Below Range,Internet,Communications,E-Commerce/Services,17.5542
HRGN US,Harvard Apparatus Regenerative,20.4,317.4,-1798.1,-180.6,9.7,0,,0, ,09074M202,-0.3,3.76E+06,"10.00
 - 12.00
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,23.5979
0616227D US,Silex Holdings Inc,20,-4.4,-6.6,,22.5812,0,,0, ,N.A.,2.1,,"1.00
 - 1.00
",,Distribution/Wholesale,"Consumer, Cyclical",Distribution/Wholesale,
2103506D US,BlackStratus Inc,20,,,,0,0,,0, ,N.A.,,, ,,Software,Technology,Software Tools,
WCRT US,West Coast Realty Trust Inc,17.6,,,,2.4749,0,,0, ,95220A101,,,"7.00
 - 8.00
",,REITS,Financial,REITS-Shopping Centers,
XTLS US,Xstelos Holdings Inc,15.9929,,118.3,0.0649923,24.2317,0.66,127.2727203,15.99,4/27/12,984164202,93.3,, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
QCEL US,Q Therapeutics Inc,15.9784,177.8,-630.4,,24.6826,0,,0,8/16/12,7.47E+110,-0.0859572,,"1.00
 - 1.00
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
NUUU US,Rejuvel Bio-Sciences Inc,15.448,82.5,-375,-439.5,123.248,0,,0,2/13/14,759408107,-0.00522481,,"1.00
 - 1.00
",,Cosmetics/Personal Care,"Consumer, Non-cyclical",Cosmetics&Toiletries,
0622686D US,Xtreme Healthcare Corp,15,,-21.5,,23.2805,0,,0, ,N.A.,-0.0108492,,"5.00
 - 5.00
",,Healthcare-Services,"Consumer, Non-cyclical",Medical-Outptnt/Home Med,
0272966D US,Fuel Technology Products Inc,15,,,,15.775,0,,0, ,N.A.,,,"1.00
 - 1.00
",,Chemicals,Basic Materials,Petrochemicals,
0625754D US,Natfresh Beverages Corp,11.796,,,,1162.66,0,,0, ,N.A.,,,"0.65
 - 0.65
",,Food,"Consumer, Non-cyclical",Food-Wholesale/Distrib,
RNWR US,808 Renewable Energy Corp,8.104,170.8,-398.5,,68.6117,4,25,274.447,7/21/14,28252A103,-0.0348634,,"4.00
 - 4.00
",Priced Within Range,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
WWIO US,Wowio Inc,7.0872,215.5,-15381.7,,222.836,0,,0,4/25/14,98212D307,-1.8,,"0.20
 - 0.20
",,Media,Communications,Publishing-Books,
MTGB US,Meetinghouse Bancorp Inc,6.613,,,,0,10,12.5,0,11/16/12,58514H109,,,"10.00
 - 10.00
",Priced Within Range,Banks,Financial,Cooperative Banks,
0236889D US,Inner City Ventures Inc,6,,,,16.0461,0,,0,4/18/13,N.A.,-0.0110327,,"2.50
 - 2.50
",,Distribution/Wholesale,"Consumer, Cyclical",Distribution/Wholesale,
BIOF US,Blue Biofuels Inc,5.91,,,,19.395,0,,0,5/7/13,09530Q102,-0.00914262,1.62E+06,"1.00
 - 1.00
",,Energy-Alternate Sources,Energy,Energy-Alternate Sources,0.525086
0617999D US,BioPharma Manufacturing Solutions Inc,5.76,,,,94.3,0.08,,7.544,6/8/14,N.A.,,,"0.08
 - 0.08
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
2226177D US,Marlborough Software Development Holdings Inc,5.11,-10.8,-113.1,-35.1,0,0,,0,3/19/12,571038108,-0.7,, ,,Software,Technology,Applications Software,
0620590D US,Ideal Restaurant Group Inc,5,,,,5,0,,0, ,N.A.,,,"5.00
 - 5.00
",,Retail,"Consumer, Cyclical",Retail-Restaurants,
0205964D US,IQ Physical Diamond Trust,5,,,,0,0,,0, ,N.A.,,, ,,Mining,Basic Materials,Diamonds/Precious Stones,
0554714D US,Seals Entertainment Corp,5,,,,24.1844,0,,0, ,N.A.,-0.0202749,,"1.00
 - 1.00
",,Media,Communications,Broadcast Serv/Program,
PCSA US,Processa Pharmaceuticals Inc,4.5,,,-262.8,1.9,0,,0,10/7/13,74275C304,-3.6,134198,"3.00
 - 3.00
",,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,2.54682
YEWB US,Yew Bio-Pharm Group Inc,4.125,-2,5.3,0.6,50,0,,0,5/24/13,98584C101,0.3,,"0.25
 - 0.25
",,Chemicals,Basic Materials,Agricultural Chemicals,
TCAI US,AIMTC Inc,4,,,,99.5384,0,,0,6/3/13,00901R100,,,"0.10
 - 0.10
",,Healthcare-Services,"Consumer, Non-cyclical",Medical Labs&Testing Srv,
ATOS US,Atossa Therapeutics Inc,4,,,-29.5,0,5,-4,0,11/8/12,04962H506,-0.1,3.08E+07,"4.00
 - 6.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,23.8124
0060349D US,Icagen Inc,3.8716,2.5,-52.6,,4.30227,0,,0, ,N.A.,0.00292977,,"5.00
 - 5.00
",,Healthcare-Services,"Consumer, Non-cyclical",Medical Labs&Testing Srv,
ANAV US,Alpha Network Alliance Ventures Inc,3.7651,-6.4,-455,,131.49,0,,0,2/21/13,02077H106,-0.000576329,,"0.15
 - 0.15
",,Internet,Communications,Internet Applic Sftwr,
0408278D US,Simple Products Corp,3.75,-22.5,1.8,,5.125,0,,0, ,N.A.,0.0703053,,"2.00
 - 2.00
",,Miscellaneous Manufactur,Industrial,Diversified Manufact Op,
MLCG US,ML Capital Group Inc,3.2458,,,,59.0694,0,,0,5/6/13,55314D304,-5107.2,,"0.30
 - 0.30
",,Commercial Services,"Consumer, Non-cyclical",Consulting Services,
FRSI US,First Rate Staffing Corp,3.2,,-1.7,,7,0,,0,10/2/15,336136106,,,"2.00
 - 2.00
",,Commercial Services,"Consumer, Non-cyclical",Human Resources,
0622680D US,American Retail Alliance Corp,3,84.2,-35.4,,30.8,0,,0, ,N.A.,-0.00207955,,"1.50
 - 1.50
",,Distribution/Wholesale,"Consumer, Cyclical",Distribution/Wholesale,
MEILU US,Methes Energies International Ltd,2.8,35.4,-63.7,,6.553,5,-2.799999952,32.77,10/25/12,591517206,-0.6,,"5.00
 - 5.00
",Priced Within Range,Chemicals,Basic Materials,Petrochemicals,
EPGC US,ECom Products Group Corp,2.7487,,-13730.8,-499.3,10.9948,0,,0,5/24/13,27901A100,-1.4,,"0.25
 - 0.25
",,Internet,Communications,E-Commerce/Services,
0265531D US,Advantage Disposal Solutions Inc,2.625,,,,185,0,,0, ,N.A.,,,"0.04
 - 0.04
",,Environmental Control,Industrial,Hazardous Waste Disposal,
GVHIB US,Global Vision Holdings Inc,2.55,,-10975.6,13.5,70.425,0,,0,8/2/12,37953F105,-0.00317536,,"0.10
 - 0.10
",,Investment Companies,Financial,Investment Companies,
0651640D US,Forgiven Bottling Group Inc,2.5,,,,0,0,,0, ,N.A.,,,"0.20
 - 0.20
",,Retail,"Consumer, Cyclical",Retail-Vitamins/Nutr Sup,
MCCX US,MCX Technologies Corp,1.9081,,,-98.3,13.1323,0,,0,2/14/13,582576104,-0.0102314,,"0.25
 - 0.25
",,Software,Technology,Enterprise Software/Serv,
0561061D US,Galt Petroleum Inc,1.328,50.8,-110.7,,5,0,,0, ,N.A.,-0.025779,,"1.00
 - 1.00
",,Oil&Gas,Energy,Oil Comp-Integrated,
AMPG US,AmpliTech Group Inc,1.1467,-38.9,-118.2,-30.1,20,0,,0,2/21/13,03211Q200,-0.5,2.54E+06,"0.25
 - 0.25
",,Telecommunications,Communications,Wireless Equipment,12.9142
EWLL US,eWellness Healthcare Corp,1.1,,,,11,0,,0, ,30051D205,,,"0.10
 - 0.10
",,Software,Technology,Medical Information Sys,
STCB US,Starco Brands Inc,1.0771,734.6,-70.8,-60.4,15.1019,0,,0,8/1/12,85526F201,0.00153586,5.90E+07,"0.50
 - 0.50
",,Household Products/Wares,"Consumer, Non-cyclical",Consumer Products-Misc,9.17637
EWLU US,Merion Inc,1.0628,-60.2,-316.9,,142.829,0,,0, ,58985T202,0.0188096,,"0.50
 - 0.50
",,Retail,"Consumer, Cyclical",Retail-Vitamins/Nutr Sup,
0574472D US,Idelik Footwear Inc,1,,,,90,0,,0, ,N.A.,,,"0.10
 - 0.10
",,Apparel,"Consumer, Cyclical",Athletic Footwear,
DIF US,Duff & Phelps Diversified Income Fund Inc,1,,,,0,0,,0, ,N.A.,,,"20.00
 - 20.00
",,Closed-end Funds,Financial,Closed-end Funds,
0663790D US,EquiTrust USA,1,,,,0,0,,0, ,N.A.,,,"10.00
 - 10.00
",,REITS,Financial,REITS-Diversified,
0625956D US,Tortoise MLP Growth Fund Inc,1,,,,0,0,,0, ,N.A.,,,"25.00
 - 25.00
",,Investment Companies,Financial,Investment Companies,
0619030D US,Flaherty & Crumrine Preferred and Income Allocation Fund Inc,1,,,,0,0,,0, ,N.A.,,,"20.00
 - 20.00
",,Closed-end Funds,Financial,Closed-end Funds,
0620583D US,Transamerica AUIM Opportunistic Bond,1,,,,0,0,,0, ,N.A.,,,"25.00
 - 25.00
",,Closed-end Funds,Financial,Closed-end Funds,
0344391Z US,maniaTV Inc,1,-48.1,-60.2,,2.2389,0.9,,2.02, ,N.A.,0.00194689,,"0.90
 - 0.90
",Priced Within Range,Internet,Communications,Internet Content-Entmnt,
0353555D US,Arden Macro Fund LLC,1,,,,0,0,,0, ,,,, ,,,,,
PIF US,RMR Preferred Income Fund,1,,,,0,0,,0, ,N.A.,,, ,,Closed-end Funds,Financial,Closed-end Funds,
NGEY US,New Global Energy Inc,1,307.4,-4723.5,-100.2,0,0,,0,10/19/12,644508103,-0.0111955,,"5.00
 - 5.00
",,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
0206294D US,John Hancock Strategic Diversified Income Fund,1,,,,0,0,,0, ,N.A.,,,"20.00
 - 20.00
",,Debt Fund,Funds,Government/Corporate,
0214776D US,ING Global Strategic Income Fund,1,,,,0,0,,0, ,N.A.,,, ,,Closed-end Funds,Financial,Closed-end Funds,
REMM US,Resonance Emerging Markets Macro Trust,1,,,,0,0,,0, ,N.A.,,,"25.00
 - 25.00
",,Diversified Finan Serv,Financial,Derivatives,
8139980Z US,Pivotal Group Inc,0.95,,,,11.95,0,,0, ,N.A.,,,"1.00
 - 1.00
",,Private Equity,Financial,Private Equity,
0589898D US,Northern Wind Energy Corp,0.9442,,,,112.165,0,,0, ,N.A.,-2.76E-05,,"0.10
 - 0.10
",,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
0603770D US,Ion-3 Corp,0.892,,,,25.975,0,,0, ,N.A.,,,"0.10
 - 0.10
",,Electrical Compo&Equip,Industrial,Batteries/Battery Sys,
RAYT US,Rayont Inc,0.861,312.9,8.6,,34.4495,0,,0,6/14/12,75508M100,-0.0035315,,"0.20
 - 0.20
",,Private Equity,Financial,Private Equity,
0589712D US,Pioneer Multi-Asset Credit Trust,0.8,,,,0,0,,0, ,N.A.,,,"20.00
 - 20.00
",,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,
0574177D US,BMC Capital Inc,0.6794,-80.5,-278.1,,178.012,0,,0, ,N.A.,-0.00336304,,"0.30
 - 0.30
",,Diversified Finan Serv,Financial,Finance-Consumer Loans,
SBEV US,Splash Beverage Group Inc,0.675,4.2,-111.4,-154.4,10.7,0,,0, ,84862C302,-9.6,109880,"0.25
 - 0.25
",,Beverages,"Consumer, Non-cyclical",Beverages-Non-alcoholic,5.80667
STCC US,Sterling Consolidated Corp,0.671,18.5,7.7,0.8,36.9574,0,,0,11/3/13,859240103,0.00427517,,"0.30
 - 0.30
",,Miscellaneous Manufactur,Industrial,Rubber/Plastic Products,
MFST US,Medifirst Solutions Inc,0.6521,-78.1,-16313.5,-545.8,6.521,0,,0,7/12/12,58471B202,-4.4,,"0.10
 - 0.10
",,Internet,Communications,E-Commerce/Services,
PGSC US,Progressive Green Solutions Inc,0.6,,,,0,0,,0,10/26/12,743322109,,,"0.10
 - 0.10
",,Telecommunications,Communications,Telecom Services,
WLYW US,Wally World Media Inc,0.548,,,,23.08,0,,0,7/16/13,93266D105,,,"0.10
 - 0.10
",,Internet,Communications,E-Commerce/Products,
0618809D US,C3 Event Management Inc,0.534,,,,10.68,0,,0, ,N.A.,,,"0.05
 - 0.05
",,Commercial Services,"Consumer, Non-cyclical",Commercial Services,
0603762D US,View on Two Inc,0.5299,,,,10.5976,0,,0, ,N.A.,,,"0.05
 - 0.05
",,Leisure Time,"Consumer, Cyclical",Travel Services,
THEE US,Tarheel Billboard Inc,0.5299,,,,10.5976,0,,0,9/18/13,876138108,,,"0.05
 - 0.05
",,Advertising,Communications,Advertising Services,
0608740D US,NewLife Bikes Inc,0.5299,,,,0,0,,0, ,N.A.,,,"0.05
 - 0.05
",,Commercial Services,"Consumer, Non-cyclical",Commercial Services,
BKIT US,Biohemp International Inc,0.5299,,,,10.5976,0,,0,9/27/13,09076B105,,,"0.05
 - 0.05
",,Cosmetics/Personal Care,"Consumer, Non-cyclical",Cosmetics&Toiletries,
SRAX US,SRAX Inc,0.5263,4.3,-113.5,-91.6,3.3288,0,,0,10/12/12,78472M106,-0.4,3.01E+06,"0.81
 - 0.81
",,Internet,Communications,Web Portals/ISP,10.315
0248804D US,Bensata Corp,0.5,,,,32.802,0,,0, ,N.A.,-0.00132072,,"0.05
 - 0.05
",,Internet,Communications,Internet Content-Entmnt,
0209057D US,EcoLiveGreen Corp,0.5,,,,18.3775,0,,0, ,N.A.,-0.00579555,,"0.13
 - 0.13
",,Electrical Compo&Equip,Industrial,Lighting Products&Sys,
PAS CN,Nevis Brands Inc,0.49945,130.8,-23.3,-11.8,7,0.1,49.99999619,0.69923, ,702478108,-0.00230676,, ,,Household Products/Wares,"Consumer, Non-cyclical",Consumer Products-Misc,
IDAH US,Idaho North Resources Corp,0.4926,279.9,-259.2,-156.5,7.611,0,,0,8/21/13,451358105,-0.0159976,,"0.10
 - 0.10
",,Mining,Basic Materials,Metal-Diversified,
NNSV US,NanoSave Technologies Inc,0.4663,,,,18.4511,0,,0,3/4/13,63010F102,,,"1.00
 - 1.00
",,Chemicals,Basic Materials,Chemicals-Specialty,
APTY US,APT Systems Inc,0.428,48.8,-1407.1,-765.4,9.644,0,,0,2/19/14,03834Y101,-0.00174523,13200,"0.20
 - 0.20
",,Software,Technology,Applications Software,0.00314497
CESX US,CES Synergies Inc,0.4,-13.6,-2.3,-11,57,0,,0,6/19/13,12517U104,-0.0187122,,"0.01
 - 0.01
",,Environmental Control,Industrial,Hazardous Waste Disposal,
0410356D US,US-Tianxia Software Technology International Inc,0.39,,,,55,0,,0, ,N.A.,-0.00119304,,"0.02
 - 0.02
",,Software,Technology,Educational Software,
0417664D US,US-Tq Beverage Products Int'L Inc,0.39,,,,55,0,,0, ,N.A.,-0.00119304,,"0.02
 - 0.02
",,Miscellaneous Manufactur,Industrial,Diversified Manufact Op,
0396262D US,US-FEIWO Agricultural Industry International Inc,0.39,,,,55,0,,0, ,N.A.,-0.00119291,,"0.02
 - 0.02
",,Chemicals,Basic Materials,Agricultural Chemicals,
0396555D US,US-LBJ Husbandry Industry Int'l Inc,0.39,,,,55,0,,0, ,N.A.,-0.00119308,,"0.02
 - 0.02
",,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
0396607D US,US-Lujia Pharmaceutical Industry International Inc,0.39,,,,55,0,,0, ,N.A.,-0.00119291,,"0.02
 - 0.02
",,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
0396725D US,US-PS Energysave Construction Material Int'l Inc,0.39,,,,55,0,,0, ,N.A.,,,"0.02
 - 0.02
",,Commercial Services,"Consumer, Non-cyclical",Inactive/Unknown,
0396986D US,US-TH Energy Science and Technology Int'l Inc,0.39,,,,55,0,,0, ,N.A.,-0.00119298,,"0.02
 - 0.02
",,Distribution/Wholesale,"Consumer, Cyclical",Import/Export,
0396999D US,US-Ruquan Dairy Production Int'l Inc,0.39,,,,55,0,,0, ,N.A.,-0.00119308,,"0.02
 - 0.02
",,Distribution/Wholesale,"Consumer, Cyclical",Import/Export,
0395748D US,US-BLH BIO-ENGINEERING INT'L INC,0.39,,,,55,0,,0, ,N.A.,-0.00119283,,"0.02
 - 0.02
",,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
0396288D US,US-HM Straw Construction Material Int'l Inc,0.39,,,,55,0,,0, ,N.A.,-0.00119317,,"0.02
 - 0.02
",,Distribution/Wholesale,"Consumer, Cyclical",Import/Export,
USDF US,US-DADI Fertilizer Industry International Inc,0.39,,,,55,0,,0,7/3/13,90349R101,-0.000145712,,"0.02
 - 0.02
",,Machinery-Diversified,Industrial,Machinery-General Indust,
BBUZ US,Bebuzee Inc,0.3592,,,,20.1265,0,,0,1/29/13,29282Q100,,,"1.10
 - 1.10
",,Internet,Communications,E-Marketing/Info,
ETST US,Earth Science Tech Inc,0.35,24527.8,6.7,-182.8,41.7,0,,0,8/29/12,270311103,-0.00694556,2.30E+07,"0.01
 - 0.01
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,7.57486
PLSH US,Panacea Life Sciences Hldgs In,0.3366,46.5,-336,-159.7,15.1449,0.1,1900,1.51449,7/1/15,69810P109,-4.7,1.02E+06,"0.10
 - 0.10
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,5.80756
AEXE US,Aim Exploration Inc,0.315,,,-125.2,68,0,,0,7/19/13,00887T302,-0.000478912,,"0.01
 - 0.01
",,Mining,Basic Materials,Metal-Diversified,
HUT CN,Hut 8 Corp,0.3024,97.6,204.3,,13,0.1,200,1.3104, ,44812J104,-0.7,7.16E+07, ,,Investment Companies,Financial,Investment Companies,69.0232
MICB US,Microlin Bio Inc,0.3,,,,14.5,0,,0,2/19/14,59508L106,,,"0.05
 - 0.05
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
0480073D US,Nostalgia Family Brands Inc,0.3,,,-41,6.8,0,,0, ,N.A.,,,"0.10
 - 0.10
",,Advertising,Communications,Advertising Services,
CRYM US,Cryomass Technologies Inc,0.29943,-9,-3.4,-16.9,50,0,,0,11/26/13,22905K105,-0.00016055,2.25E+07,"0.02
 - 0.02
",,Machinery-Diversified,Industrial,Machinery-General Indust,9.48727
0167763D US,CH Real Estate II Inc,0.272,1425.2,24,,8.64,0,,0, ,N.A.,-0.00065983,,"0.20
 - 0.20
",,Real Estate,Financial,Real Estate Oper/Develop,
SVLE US,Seville Ventures Corp,0.245,,,-390.5,8.5,0,,0,3/21/13,81834P304,-6.35E-05,,"0.07
 - 0.07
",,Leisure Time,"Consumer, Cyclical",Travel Services,
0602672D US,American Critter College Inc,0.2441,,,,12.2031,0,,0, ,N.A.,,,"0.02
 - 0.02
",,Municipal,Government,Municipal-Education,
0303834D US,Ecovyst Holdings Inc,0.225,,,,12,0,,0, ,N.A.,,,"0.05
 - 0.05
",,Chemicals,Basic Materials,Chemicals-Specialty,
0170214D US,Royal Bees Co LLC,0.2226,,-507.8,,10.855,0,,0, ,N.A.,-0.00185914,,"0.12
 - 0.12
",,Food,"Consumer, Non-cyclical",Food-Misc/Diversified,
APSI US,Aqua Power Systems Inc,0.2177,,,,8.95135,0,,0,2/13/13,03790A105,-0.00127088,,"0.15
 - 0.15
",,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
1868223D US,Ignyta Inc,0.21,,,-72.7,8.84,0,,0,5/8/13,451731103,-2.3,203667,"0.25
 - 0.25
",,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,0.307013
ZEOX US,Zeo ScientifiX Inc,0.2,1.3,-101.8,-246.5,11.5,0,,0,11/8/13,68621D206,-0.2,,"0.05
 - 0.05
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
0598009D US,Renegade Ventures Inc,0.2,,,,270,0,,0, ,N.A.,,,"0.01
 - 0.01
",,Real Estate,Financial,Real Estate Oper/Develop,
LEAI US,Legacy Education Alliance Inc,0.2,-86,-1736.4,-284.7,25,0.01,8920.700195,0.25,4/7/14,52472J108,-0.0366259,2.85E+06,"0.01
 - 0.01
",Priced Within Range,Diversified Finan Serv,Financial,Finance-Invest Bnkr/Brkr,5.7842
0174326D US,Restoration Industries Inc,0.2,,,,3.45,0,,0, ,N.A.,,,"0.10
 - 0.10
",,Machinery-Constr&Mining,Industrial,Machinery-Constr&Mining,
0519758D US,Altona Resources Inc,0.2,,,,14,0,,0, ,N.A.,,,"0.05
 - 0.05
",,Mining,Basic Materials,Gold Mining,
WCVC US,West Coast Ventures Group Corp,0.2,19,-145.6,-91.3,7,0,,0,10/7/13,952213106,-0.0112858,2.91E+06,"0.04
 - 0.04
",,Internet,Communications,Internet Content-Info/Ne,0.0843069
IHSI US,Intelligent Highway Solutions Inc,0.1938,,,-277.3,10.4047,0,,0,3/12/13,45825D109,,,"0.25
 - 0.25
",,Commercial Services,"Consumer, Non-cyclical",Traffic Management Sys,
