Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
GEFAU US,GEF Acquisition Corp,100,,,,10,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
TTD US,Trade Desk Inc/The,96.6006,25.6,16,7.1,0,18,67.22222137,0,9/21/16,88339J105,1.5,3.99E+08,"14.00
 - 16.00
",Priced Above Range,Advertising,Communications,Advertising Services,89.0578
NHIQ US,NantHealth Inc,96.6,6.9,-101.1,-45.7,121.133,14,32.7857132,1695.86,6/2/16,630104305,-4.1,9.49E+06,"12.50
 - 15.50
",Priced Within Range,Software,Technology,Medical Information Sys,34.5456
MSBI US,Midland States Bancorp Inc,92.0612,3.9,-4.4,-0.1,15.3948,22,-0.4545454681,326.678,5/24/16,597742105,7.7,1.29E+07,"22.00
 - 24.00
",Priced Within Range,Banks,Financial,Commer Banks-Central US,60.4012
VMET US,Viamet Pharmaceuticals Holdings LLC,91.2,242.9,-4811.3,,25.9625,0,,0, ,N.A.,-123.3,,"14.00
 - 16.00
",,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
PTGX US,Protagonist Therapeutics Inc,90,624,63.3,49.9,14.6586,12,-2.5,175.903,8/11/16,7.44E+106,2.9,6.51E+07,"11.00
 - 13.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,106.053
CLPR US,Clipper Realty Inc,86.2663,7.6,-1.6,-0.2,17.8128,13.5,0,240.473,2/10/17,18885T306,1.9,6.95E+06,"13.50
 - 15.50
",Priced Within Range,REITS,Financial,REITS-Diversified,43.0364
BTHT US,Best Hometown Bancorp Inc,85.963,6.1,-35.5,-0.9,0,0,,0,6/29/16,08652N103,-0.6,,"10.00
 - 10.00
",,Savings&Loans,Financial,S&L/Thrifts-Central US,
2393707D US,Audentes Therapeutics Inc,85.125,,,-45,21.0204,15,0.8666666746,315.306,7/20/16,05070R104,-2.8,6.14E+06,"14.00
 - 16.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,13.3877
ROSUQ US,Rosehill Resources Inc,81.853,0.1,2.7,-14.2,8.1853,10,0,81.853,3/11/16,777385204,11.5,,"10.00
 - 10.00
",Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
METC US,Ramaco Resources Inc,81,-3.9,1.6,1.6,39.0626,13.5,0.3703703582,527.345,2/3/17,75134P600,2.1,3.27E+07,"12.00
 - 15.00
",Priced Within Range,Coal,Energy,Coal,73.5806
TPIC US,TPI Composites Inc,79.0625,-7,-18,-32.1,33.7369,11,23.27272797,371.106,7/22/16,87266J104,0.2,3.49E+07,"11.00
 - 12.00
",Priced Within Range,Energy-Alternate Sources,Energy,Energy-Alternate Sources,73.3292
PI US,Impinj Inc,77.28,19,11.1,9.6,18.53,14,28.3571434,259.42,7/21/16,453204109,4.5,3.13E+07,"12.00
 - 14.00
",Priced Within Range,Semiconductors,Technology,Electronic Compo-Semicon,109.593
RSLS US,ReShape Lifesciences Inc,75,-7.7,-89,-92.2,15.9535,15,0,239.303,10/6/16,76090R309,-8.5,1.16E+06,"14.00
 - 16.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,10.32
1530830D US,Orthopediatrics LLC,75,,,,0,0,,0, ,N.A.,,, ,,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
KDMN US,Kadmon Holdings Inc,75,62.6,-1314.1,-48.5,44.87,12,-19.16666603,538.44,7/27/16,48283N106,-0.5,9.87E+06,"12.00
 - 12.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,5.52946
RNAC US,Cartesian Therapeutics Inc,74.0544,49.6,-198.9,-20.9,18.1892,14,0,254.649,6/22/16,816212302,-4.1,7.31E+06,"14.00
 - 16.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,28.2304
CRVS US,Corvus Pharmaceuticals Inc,70.5,,,-108.8,20.4064,15,-5,306.096,3/23/16,221015100,-0.4,4.29E+07,"15.00
 - 17.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,62.9846
RETA US,Reata Pharmaceuticals Inc,69.575,443745,11.8,-15.4,7.6434,11,18.81818199,84.0774,5/26/16,75615P103,10.6,9.36E+06,"14.00
 - 16.00
",Priced Below Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,27.8647
1874838D US,Phunware Inc,69.006,-34,-323.4,-16.9,6.9006,10,-0.3000000119,69.006,8/19/16,N.A.,,,"10.00
 - 10.00
",Priced Within Range,Software,Technology,Enterprise Software/Serv,
IIPR US,Innovative Industrial Properties Inc,67,-0.3,52.4,6.7,3.35,20,-4.25,67,12/1/16,45781V101,9.1,2.23E+07,"20.00
 - 20.00
",Priced Within Range,REITS,Financial,REITS-Warehouse/Industr,78.7306
ARMT US,Ameri Metro Inc,60,,,,1086.64,0,,0, ,02362A105,-0.00152718,,"60.00
 - 60.00
",,Engineering&Construction,Industrial,Building-Heavy Construct,
KIDS US,OrthoPediatrics Corp,59.8,37.6,-18.4,-8.2,12.6444,13,47.84615326,164.377,10/12/17,68752L100,-1.1,2.52E+07,"12.00
 - 14.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,101.313
TRHC US,Tabula Rasa HealthCare Inc,59.34,15.2,-49.2,-22.7,16.1542,12,24,193.85,9/29/16,873379101,0.3,1.19E+06,"13.00
 - 15.00
",Priced Below Range,Software,Technology,Medical Information Sys,4.41384
SNDX US,Syndax Pharmaceuticals Inc,57.714,,-1346.1,-47.6,17.7822,12,0.08333333582,208.472,3/3/16,87164F105,-3.2,9.62E+07,"14.00
 - 16.00
",Priced Below Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,111.751
SYRS US,Syros Pharmaceuticals Inc,57.5,-33.2,-1656.3,-84,23.36,12.5,45.20000076,292,6/30/16,87184Q206,-3.8,9.70E+06,"14.00
 - 16.00
",Priced Below Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,36.1584
RNDB US,Randolph Bancorp Inc,56.868,-29,17.8,0.5,0,10,21.89875031,0,7/1/16,752378109,25.5,,"10.00
 - 10.00
",Priced Within Range,Banks,Financial,Commer Banks-Eastern US,
1730052D US,Visterra Inc,53.9,,-1259.7,,16.2962,0,,0, ,92840Y106,-1.1,,"12.00
 - 14.00
",,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
ICHR US,Ichor Holdings Ltd,52.9002,4.6,-2.4,-2.1,23.7278,9,8.555555344,213.55,12/9/16,N.A.,0.8,3.52E+07,"12.00
 - 14.00
",Priced Below Range,Machinery-Diversified,Industrial,Industrial Automat/Robot,103.074
NOVNQ US,NVN Liquidation Inc,51.865,700.6,-132.2,-33.4,15.5886,11,64.54545593,171.475,9/21/16,66988N205,-1.4,394737,"11.00
 - 13.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,1.409
CLSD US,Clearside Biomedical Inc,50.4,-79.7,-2064.4,-116.1,19.5927,7,3.571428537,0,6/2/16,185063104,-0.3,1.65E+07,"7.00
 - 7.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,21.3048
2307770D US,Thar Pharmaceuticals Inc,50,,,,0,0,,0, ,N.A.,-1.2,, ,,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
PRTHU US,Priority Technology Holdings Inc,50,16.4,2.7,1.4,5.4025,10,0,54.025,9/14/16,74275G206,,,"10.00
 - 10.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Commercial Serv-Finance,
DEC LN,Diversified Energy Co PLC,49.1264,-8.4,-11.1,-2.3,105.591,65,-13.46153831,86.2733, ,N.A.,7.2,3.74E+07, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,46.3764
SENS US,Senseonics Holdings Inc,49.02,0.3,-349.8,-65.8,92.9601,2.85,21.05263519,264.936,3/18/16,81727U105,-0.1,9.91E+07,"2.85
 - 2.85
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Drug Delivery Systems,15.1444
EHR US,Energy Hunter Resources Inc,48.3,,,,0,0,,0, ,292694106,,,"8.00
 - 10.00
",,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
CSTR US,Capstar Financial Holdings Inc,44.592,33.5,26.6,0.9,11.1837,15,6,167.756,9/22/16,14070T102,2.1,1.69E+06,"14.50
 - 16.50
",Priced Within Range,Banks,Financial,Commer Banks-Southern US,8.1163
ATACU US,HF Foods Group Inc,44.25,4.6,-4,-8.4,0,10,0.400000006,0,8/9/17,48206205,0.4,478600,"10.00
 - 10.00
",Priced Within Range,Food,"Consumer, Non-cyclical",Food-Wholesale/Distrib,8.14986
FLGT US,Fulgent Genetics Inc,43.47,-1.9,-15,-3.4,17.6763,9,2,159.087,9/29/16,359664109,0.7,1.70E+07,"9.00
 - 11.00
",Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Medical Labs&Testing Srv,55.1242
TCMD US,Tactile Systems Technology Inc,41.2,6.7,5.7,5.8,16.769,10,10.80000019,167.69,7/28/16,87357P100,1.7,2.36E+07,"10.00
 - 10.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,99.6272
MRAM US,Everspin Technologies Inc,40,-20.9,1.5,1,12.492,8,0.25,99.936,10/7/16,30041T104,0.3,1.47E+07,"8.00
 - 8.00
",Priced Within Range,Computers,Technology,Computers-Memory Devices,65.7531
1765181D US,Gadsden Growth Properties Inc,38.5,,,,5.7473,0,,0, ,N.A.,,,"9.00
 - 11.00
",,REITS,Financial,REITS-Diversified,
ICCH US,ICC Holdings Inc,36.8,12.8,5.5,2.3,4.0889,0,,0,3/28/17,44931Q104,2.8,1.35E+06,"10.00
 - 10.00
",,Insurance,Financial,Property/Casualty Ins,43.1705
1474761D US,Shuttle Pharmaceuticals Inc,36,,,,49.5223,0,,0, ,N.A.,,,"8.00
 - 8.00
",,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
