Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
NMCO US,Nuveen Municipal Credit Opportunities Fund,705,,,,0,15,1.933333278,0,9/17/19,670663103,,1.22E+07,"15.00
 - 15.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,22.1847
CRWD US,Crowdstrike Holdings Inc,703.8,29.3,-0.4,-0.2,20.7,34,70.58823395,703.8,6/12/19,22788C105,5.6,1.85E+08,"28.00
 - 30.00
",Priced Above Range,Computers,Technology,Computer Data Security,74.7644
CCX/U US,Skillsoft Corp,690,-4,-22.9,-10.2,69,10,1.399999976,690,6/27/19,17143G205,3.6,5.00E+06,"10.00
 - 10.00
",Priced Within Range,Software,Technology,Educational Software,7.24638
AIO US,Virtus Artificial Intelligence & Technology Opportunities Fund,686.362,,,,0,20,0,0,10/29/19,92838Y100,,5.28E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,15.3593
NVST US,Envista Holdings Corp,677.23,-2.1,-44.5,-18.7,158.651,22,27.04545403,3490.33,9/18/19,29415F104,1.9,2.06E+08,"21.00
 - 24.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Dental Supplies&Equip,119.506
DT US,Dynatrace Inc,655.218,23.4,10.8,14.3,280.411,16,49.0625,4486.58,8/1/19,268150109,1.2,3.26E+08,"13.00
 - 15.00
",Priced Above Range,Software,Technology,Computer Software,108.836
CHNG US,Change Healthcare Inc,640.714,12.6,-1.6,-0.7,124.761,13,15.38461494,1621.89,6/27/19,15912K100,2.1,2.84E+07,"16.00
 - 19.00
",Priced Below Range,Software,Technology,Medical Information Sys,8.64114
NET US,Cloudflare Inc,603.75,28.7,-4.7,-2.6,86.6107,15,20,1299.16,9/13/19,18915M107,1.1,3.36E+08,"12.00
 - 14.00
",Priced Above Range,Software,Technology,Computer Software,108.893
PSN US,Parsons Corp,575,24,3.4,1.7,99.4351,27,11.37036991,2684.75,5/8/19,70202L102,4.9,1.08E+08,"26.00
 - 28.00
",Priced Within Range,Computers,Technology,Computer Services,101.49
SVCu/U CN,Gold Flora Corp,575,8.7,-46.8,-33.2,57.5,10,-0.1000000015,575, ,864296306,-0.1,, ,,Household Products/Wares,"Consumer, Non-cyclical",Consumer Products-Misc,
EAGLEHT SP,Eagle Hospitality Trust,565.834,-16.7,275.6,-56.9,867.888,0.78,-6.410253048,676.953, ,N.A.,0.00573332,1.02E+08,"0.78
 - 0.81
",Priced Within Range,REITS,Financial,REITS-Hotels,11.6917
1998018D US,Bellring Intermediate Holdings,552,26.1,2.2,4.3,39.4286,14,17.8571434,552,10/17/19,79823100,5.7,,"16.00
 - 19.00
",Priced Below Range,Food,"Consumer, Non-cyclical",Food-Misc/Diversified,
ARAUS SP,Acrophyte Hospitality Trust,450.7,-3.8,-14,-3,565.909,0.88,5.42E-07,498, ,N.A.,0.0240725,4.74E+07, ,,REITS,Financial,REITS-Hotels,8.16865
1901329D US,Advantage Solutions Inc,450,-8.5,-9.1,-9.5,45,10,2.299999952,450,7/18/19,212896203,0.2,1.09E+07,"10.00
 - 10.00
",Priced Within Range,Advertising,Communications,Advertising Services,19.4264
TXG US,10X Genomics Inc,448.5,-1.2,-29.9,-19.3,19.5954,39,35.25640869,764.221,9/12/19,88025U109,0.0553251,1.16E+08,"36.00
 - 38.00
",Priced Above Range,Healthcare-Products,"Consumer, Non-cyclical",Diagnostic Equipment,105.72
GO US,Grocery Outlet Holding Corp,434.843,10.1,0.9,1.2,85.7036,22,29.59090996,1885.48,6/20/19,39874R101,1.1,1.11E+08,"18.00
 - 19.00
",Priced Above Range,Food,"Consumer, Non-cyclical",Food-Retail,113.765
GHIVU US,UWM Holdings Corp,425,65,0.6,0.1,42.5,10,4.5,425,1/24/20,382865202,-56,20866,"10.00
 - 10.00
",Priced Within Range,Diversified Finan Serv,Financial,Finance-Mtge Loan/Banker,0.0490965
LVGO US,Livongo Health Inc,408.523,148.7,-32.4,-4.8,92.8235,28,36.07143021,2599.06,7/25/19,539183103,-1.1,7.04E+06,"24.00
 - 26.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,6.92603
EDR US,Endeavor Group Holdings Inc,405,29.5,-11,-3.7,124.894,0,,0, ,29260Y109,1.3,2.69E+08,"26.00
 - 27.00
",,Media,Communications,Multimedia,82.5104
BRND/U CN,Glass House Brands Inc,402.5,24.9,0.2,0.1,0,10,3.700000048,0, ,58810P201,0.3,, ,,Household Products/Wares,"Consumer, Non-cyclical",Consumer Products-Misc,
DEACU US,Diamond Eagle Acquisition Corp,400,,,,40,10,0.3000000119,400,5/10/19,25258L208,,2.00E+06,"10.00
 - 10.00
",Priced Within Range,Entertainment,"Consumer, Cyclical",Internet Gambling,5
1866284D US,Haymaker Acquisition Corp II,400,,,,40,10,1,400,6/7/19,42087L200,-0.0676374,3096,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,0.00281564
BBIO US,Bridgebio Pharma Inc,399.5,2285.2,-241.4,-73.1,123.5,17,62.05882263,2099.5,6/27/19,10806X102,-2.8,1.73E+08,"14.00
 - 16.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,91.2159
MDLA US,Medallia Inc,374.325,18.5,-31.1,-18.4,124.339,21,76.42857361,2611.12,7/19/19,584021109,0.0114275,,"16.00
 - 18.00
",Priced Above Range,Software,Technology,Applications Software,
CPZ US,Calamos Long/Short Equity & Dynamic Income Trust,365,,,,0,20,-0.1000000015,0,11/26/19,12812C106,,7.33E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,37.3558
RMM US,RiverNorth Managed Duration Municipal Income Fund Inc,365,,,,0,20,-0.05000000075,0,7/26/19,76882H105,,,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
SCPL US,Sciplay Corp,363.52,10.7,3.3,2.9,22.72,16,-4.6875,363.52,5/3/19,809087109,6.2,1.06E+07,"14.00
 - 16.00
",Priced Within Range,Software,Technology,Entertainment Software,49.9849
BC/V CN,Vintage Wine Estates Inc,360,-3.2,-66.7,,36,10,0.1000000015,360, ,86344207,,4.18E+06, ,,Beverages,"Consumer, Non-cyclical",Beverages-Wine/Spirits,6.77203
APXTU US,AvePoint Inc,350,21.5,-8.8,-6,35.81,10,1.5,358.1,9/17/19,03768F201,0.4,8790,"10.00
 - 10.00
",Priced Within Range,Software,Technology,Computer Software,0.0245462
REAL US,RealReal Inc/The,345,9.3,-22.3,-30.8,84.9507,20,44.5,1699.01,6/28/19,88339P101,0.2,8.20E+07,"17.00
 - 19.00
",Priced Above Range,Internet,Communications,E-Commerce/Products,73.7142
ADPT US,Adaptive Biotechnologies Corp,345,5.1,-89.1,-26.5,123.224,20,101.5,2464.48,6/27/19,00650F109,-0.6,1.51E+08,"18.00
 - 19.00
",Priced Above Range,Healthcare-Products,"Consumer, Non-cyclical",Diagnostic Equipment,101.585
INDI US,indie Semiconductor Inc,345,-2.9,-61.2,-15,34.5,10,-2,345,8/9/19,45569U101,-0.3,2.18E+08,"10.00
 - 10.00
",Priced Within Range,Auto Parts&Equipment,"Consumer, Cyclical",Auto/Trk Prts&Equip-Orig,110.958
JIH/U US,Juniper Industrial Holdings Inc,345,,,,34.5,10,0.05000000075,345,11/8/19,48205G205,,177,"10.00
 - 10.00
",Priced Within Range,Building Materials,Industrial,Bldg&Construct Prod-Misc,0.000513043
AMK US,AssetMark Financial Holdings Inc,316.25,14.5,17.3,9,72.4,22,22.90909004,1592.8,7/18/19,04546L106,2.3,85419,"19.00
 - 21.00
",Priced Above Range,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,0.114148
SFTW/U US,BlackSky Technology Inc,316.25,8,-56,-23.9,31.625,10,0,316.25,11/1/19,68839R401,-0.3,2.03E+06,"10.00
 - 10.00
",Priced Within Range,Telecommunications,Communications,Satellite Telecom,5.13106
1866419D US,Golden Nugget Online Gaming In,316.25,40.7,62,36.4,31.625,10,0.1000000015,316.25,5/7/19,51476X204,-1.3,3.82E+06,"10.00
 - 10.00
",Priced Within Range,Entertainment,"Consumer, Cyclical",Internet Gambling,12.0652
SBE/U US,ChargePoint Holdings Inc,314.118,-17.6,-66.4,-27.6,31.4118,10,0,314.118,7/26/19,87105M201,-0.3,8351,"10.00
 - 10.00
",Priced Within Range,Electrical Compo&Equip,Industrial,Power Conv/Supply Equip,0.00272676
HONE US,HarborOne Bancorp Inc,310.368,11.2,15.8,0.4,0,10,5.825999737,0,8/15/19,41165Y100,0.0931567,3.23E+07,"10.00
 - 10.00
",Priced Within Range,Banks,Financial,Commer Banks-Eastern US,74.6811
1870437D US,CarLotz Inc,305.573,,-15.4,-37.5,30.5573,10,0,305.573,2/22/19,4285201,-1,100365,"10.00
 - 10.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Automobile,0.328448
TRNE/U US,Desktop Metal Inc,300.15,-9.2,-170.4,-79.6,30.015,10,0,300.15,3/15/19,89628U207,-0.3,5718,"10.00
 - 10.00
",Priced Within Range,Computers,Technology,Computers-Other,0.0152404
MNRL US,Brigham Minerals Inc,300.15,75.7,42.2,19.5,21.0317,18,10.66666698,378.571,4/18/19,10918L103,2.4,1.01E+07,"15.00
 - 18.00
",Priced Within Range,Oil&Gas,Energy,Oil-US Royalty Trusts,17.7776
HCACU US,Canoo Inc,300.15,,-34088.1,-26.6,30.015,10,0.200000003,300.15,3/1/19,42589C203,-0.4,3.39E+06,"10.00
 - 10.00
",Priced Within Range,Auto Manufacturers,"Consumer, Cyclical",Auto-Cars/Light Trucks,11.3631
CHPMU US,CHP Merger Corp,300,,,9,30,10,0.5,275,11/22/19,12558Y205,-0.0486758,4.40E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,14.6643
ACTTU US,Whole Earth Brands Inc,300,2.3,-6.9,-2.9,30,10,1,300,4/26/19,N.A.,0.6,,"10.00
 - 10.00
",Priced Within Range,Food,"Consumer, Non-cyclical",Food-Misc/Diversified,
RPLA/U US,Replay Acquisition Corp,287.5,-72.3,-89.7,-0.3,28.75,10,0.5,287.5,4/4/19,N.A.,-0.0257352,4090,"10.00
 - 10.00
",Priced Within Range,Diversified Finan Serv,Financial,Finance-Mtge Loan/Banker,0.0113809
GXGXU US,Celularity Inc,287.5,26.6,-862,-24.5,28.75,10,0.6000000238,287.5,5/21/19,36251A206,-0.2,,"10.00
 - 10.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
DPHCU US,Nu Ride Inc,280,,,-11.1,28,10,0,280,2/28/19,25280H209,-2.1,,"10.00
 - 10.00
",Priced Within Range,Auto Manufacturers,"Consumer, Cyclical",Auto-Cars/Light Trucks,
THCBU US,Microvast Holdings Inc,276,23.8,-51.4,-19,24.135,10,1.299999952,241.35,3/5/19,90069K203,0.0088362,,"10.00
 - 10.00
",Priced Within Range,Auto Parts&Equipment,"Consumer, Cyclical",Auto/Trk Prts&Equip-Orig,
EXPCU US,Blade Air Mobility Inc,275,10.4,-10.9,-9.9,27.5,10,0.1000000015,275,9/13/19,30217C208,-0.0325035,1,"10.00
 - 10.00
",Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Medical-Outptnt/Home Med,3.64E-06
CIICU US,CIIG Merger Corp,258.75,,,,25.875,10,1.799999952,258.75,12/13/19,12559C202,-0.0404428,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
NFINU US,Netfin Acquisition Corp,253,,,,25.915,10,0.200000003,259.15,7/31/19,N.A.,,1.98E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,7.62269
PD US,PagerDuty Inc,250.332,8.5,-11.6,-5.8,74.9715,24,59.375,1799.32,4/11/19,69553P100,1.2,8.96E+07,"21.00
 - 23.00
",Priced Above Range,Software,Technology,Enterprise Software/Serv,98.398
SSPKU US,WM Technology Inc,250,-1.8,4.1,4.3,25,10,0,250,8/8/19,N.A.,0.3,,"10.00
 - 10.00
",Priced Within Range,Software,Technology,Applications Software,
SMMCU US,BTRS Holdings Inc,250,14.2,-36.7,-19.4,25,10,0,250,6/20/19,838884203,-0.0616512,5531,"10.00
 - 10.00
",Priced Within Range,Software,Technology,Enterprise Software/Serv,0.022124
EMPW/U US,Holley Inc,250,-8.7,-3.8,-1.9,25,10,-1.299999952,250,10/7/20,N.A.,0.4,2.45E+06,"10.00
 - 10.00
",Priced Within Range,Auto Parts&Equipment,"Consumer, Cyclical",Auto/Trk Prts&Equip-Orig,7.62535
FSRVU US,Katapult Holdings Inc,250,11.5,-10.4,-26.7,25.665,10,0.5,256.65,11/1/19,318085206,-7.4,,"10.00
 - 10.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Commercial Serv-Finance,
HCCOU US,Access Telecare Holdings Inc,250,62.8,-53.5,-28.1,25.64,10,3,256.4,12/13/19,42227L201,-0.4,4.70E+06,"10.00
 - 10.00
",Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Medical Labs&Testing Srv,18.2879
LVOXU US,LiveVox Holdings Inc,250,14,-27.5,-14.1,25,10,0,250,3/8/19,53838L209,-0.2,,"10.00
 - 10.00
",Priced Within Range,Software,Technology,Enterprise Software/Serv,
BILL US,BILL Holdings Inc,248.534,21.8,-2.2,0.8,71.0279,22,61.36363602,1562.61,12/12/19,90043100,2.6,1.30E+08,"19.00
 - 21.00
",Priced Above Range,Software,Technology,Enterprise Software/Serv,127.88
SHLL/U US,Hyliion Holdings Corp,233.009,124.5,-3449.1,-17.6,23.3009,10,0,233.009,2/28/19,89154L209,-0.3,,"10.00
 - 10.00
",Priced Within Range,Auto Manufacturers,"Consumer, Cyclical",Auto-Med&Heavy Duty Trks,
NPAUU US,AST SpaceMobile Inc,230,,-6792.2,-45.6,23,10,0.400000006,230,9/11/19,64822P205,-0.8,,"10.00
 - 10.00
",Priced Within Range,Telecommunications,Communications,Satellite Telecom,
PIC/U US,Spruce Power Holding Corp,230,2.8,-85.8,-7.8,23,10,1.100000024,230,7/12/19,72582K209,-2.2,2.15E+06,"10.00
 - 10.00
",Priced Within Range,Energy-Alternate Sources,Energy,Energy-Alternate Sources,9.32688
SCVXU US,SCVX Corp,230,4484.9,89,9.7,23,10,3.200000048,230,1/24/20,N.A.,-0.0268408,16811,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,0.0730913
IWAC/U US,Iswill Acquisition Corp,230,,,,23.66,0,,236.6, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
BWIN US,Baldwin Insurance Group Inc/Th,229.6,13.9,-1.7,-0.7,16.4,14,16.9285717,229.6,10/24/19,05589G102,1.6,7.26E+07,"14.00
 - 16.00
",Priced Within Range,Insurance,Financial,Insurance Brokers,106.461
SVXu CN,Subversive Acquisition LP,225,,-2458.2,,0,10,0.1000000015,0, ,864298104,-3.4,2.36E+06, ,,Holding Companies-Divers,Diversified,Specified Purpose Acquis,10.4923
PING US,Ping Identity Holding Corp,215.625,22.9,-21.5,-10.1,79.5165,15,34.06666565,1192.75,9/19/19,72341T103,0.5,1.12E+07,"14.00
 - 16.00
",Priced Within Range,Computers,Technology,Computer Data Security,12.949
HCAT US,Health Catalyst Inc,209.3,3.6,-22.6,-8.9,36.1282,26,50.65384674,939.333,7/25/19,42225T107,0.2,5.95E+07,"24.00
 - 25.00
",Priced Above Range,Software,Technology,Medical Information Sys,84.7857
PHAT US,Phathom Pharmaceuticals Inc,208.956,8001.4,-605,-84.4,28.9821,19,29.47368431,550.66,10/25/19,71722W107,-4.2,7.58E+07,"18.00
 - 20.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,108.92
FSLY US,Fastly Inc,207,7.4,-29,-10.6,12.9375,16,49.9375,207,5/17/19,31188V100,0.1,1.11E+08,"14.00
 - 16.00
",Priced Within Range,Software,Technology,Computer Software,77.8362
BEAM US,Beam Therapeutics Inc,206.999,-83.1,-593.1,-29.3,51.2513,17,10.29411793,871.272,2/6/20,07373V105,-4.2,8.98E+07,"15.00
 - 17.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,89.9573
1521 HK,Frontage Holdings Corp,204.603,-1.9,0.3,0.1,2007.64,3.2,4.687498569,818.475, ,N.A.,0.0200536,6.55E+08,"2.55
 - 3.20
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,32.1776
VERY US,Vericity Inc,201.25,8.3,-5.5,-1.6,0,10,20,0,8/8/19,92347D100,0.3,,"10.00
 - 10.00
",Priced Within Range,Insurance,Financial,Multi-line Insurance,
OAC/U US,Hims & Hers Health Inc,201.25,69.3,8.5,21.9,20.125,10,1.299999952,201.25,7/18/19,N.A.,1.1,9631,"10.00
 - 10.00
",Priced Within Range,Internet,Communications,E-Commerce/Products,0.0478559
IGMS US,IGM Biosciences Inc,201.25,25.7,-7308.5,-56.8,30.5325,16,51.875,488.52,9/18/19,449585108,-2.5,1.37E+07,"15.00
 - 17.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,39.9185
BIACU US,BI Acquisition Corp,200,,,,20.6,0,,206, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
LATNU US,Union Acquisition Corp II,200,,,,20,10,1,200,10/18/19,N.A.,,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
PHR US,Phreesia Inc,192.265,17.8,-13.9,-15.4,35.5068,18,39.33333206,639.122,7/18/19,71944F106,0.5,5.89E+07,"15.00
 - 17.00
",Priced Above Range,Software,Technology,Applications Software,100.224
TPTX US,Turning Point Therapeutics Inc,191.475,23.3,-767.3,-35.1,31.0422,18,60.55555725,558.76,4/17/19,90041T108,-3.1,3.78E+06,"16.00
 - 18.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,7.55543
SWTX US,SpringWorks Therapeutics Inc,186.3,3417.3,-134.7,-39.3,43.233,18,25.72222137,778.194,9/13/19,85205L107,-2.3,9.13E+07,"16.00
 - 18.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,121.72
ALEC US,Alector Inc,185.051,3.6,-118.3,-21.8,68.8545,19,-5.263157845,1308.24,2/7/19,14442107,-2.3,8.41E+07,"18.00
 - 20.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,84.879
1488032D US,Hartman vREIT XXI Inc,180,-0.9,-17,-1.4,0,0,,0, ,N.A.,0.5,, ,,REITS,Financial,REITS-Diversified,
OBDC US,Blue Owl Capital Corp,175.95,0.9,37.2,4.3,385.193,15.3,1.241828799,5893.45,7/18/19,69121K104,0.4,1.70E+08,"15.30
 - 16.30
",Priced Within Range,Investment Companies,Financial,Investment Companies,33.1884
VIE US,Viela Bio Inc,172.615,-76.7,-1293,-37.3,50.8527,19,23.21052551,966.201,10/3/19,926613100,-2,2.79E+06,"19.00
 - 21.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,5.07393
DFNS/U US,IronNet Inc,172.5,-1,-407.2,-193.2,17.25,10,0.400000006,172.5,11/7/19,50201G205,-0.6,1.45E+06,"10.00
 - 10.00
",Priced Within Range,Computers,Technology,Computer Data Security,8.4058
PTACU US,Porch Group Inc,172.5,1.7,-7.5,-3.8,17.25,10,1.100000024,172.5,11/22/19,74349F200,-0.3,1.00E+06,"10.00
 - 10.00
",Priced Within Range,Software,Technology,Applications Software,5.7971
GIX/U US,UpHealth Inc,172.5,-18.1,-44.4,-8,17.7425,10,0.200000003,177.425,6/6/19,375036209,-1,,"10.00
 - 10.00
",Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Medical-Outptnt/Home Med,
THCAU US,Tuscan Holdings Corp II,172.5,,,0.2,17.25,10,0.400000006,172.5,7/12/19,90070A202,-0.0372147,4.51E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,61.3266
GNRUQ US,Greenrose Holding Co Inc/The,172.5,,70.5,-22.8,17.55,10,0.6999999881,175.5,2/11/20,395392202,0.7,,"10.00
 - 10.00
",Priced Within Range,Household Products/Wares,"Consumer, Non-cyclical",Consumer Products-Misc,
SRACU US,Momentus Inc,172.5,-31.5,-1653,-228.4,17.75,10,0.5,177.5,11/8/19,85236Q208,-0.7,1793,"10.00
 - 10.00
",Priced Within Range,Aerospace/Defense,Industrial,Aerospace/Defense,0.010087
NOVA US,Sunnova Energy International Inc,168,16.5,-43.8,-2.9,83.1156,12,-6.25,997.387,7/25/19,86745K104,-2.5,1.47E+08,"12.00
 - 13.00
",Priced Within Range,Energy-Alternate Sources,Energy,Energy-Alternate Sources,117.869
STOK US,Stoke Therapeutics Inc,163.346,316.3,-243.4,-35.6,32.6446,18,42.05555725,587.603,6/19/19,86150R107,-1.6,5.57E+07,"14.00
 - 16.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,102.951
SPT US,Sprout Social Inc,160.703,21.6,-15.2,-15,0,17,-2.352941275,0,12/13/19,85209W109,0.4,5.43E+07,"16.00
 - 18.00
",Priced Within Range,Software,Technology,Applications Software,104.701
PLTX US,Peloton Therapeutics Inc,159.375,,,-91.6,44.4614,0,,0, ,N.A.,,5.51E+06,"15.00
 - 17.00
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,0.219061
PSNL US,Personalis Inc,154.865,15.1,-96,-32.8,30.9394,17,67.58823395,525.97,6/20/19,71535D106,-0.7,4.63E+07,"14.00
 - 16.00
",Priced Above Range,Healthcare-Services,"Consumer, Non-cyclical",Medical Labs&Testing Srv,52.3958
HBT US,HBT Financial Inc,150.877,8.3,31.9,1.4,27.4573,16,-2.875,421.24,10/11/19,404111106,2.8,7.88E+06,"17.00
 - 19.00
",Priced Below Range,Banks,Financial,Commer Banks-Central US,24.9047
INSUU US,Shift Technologies Inc,150.65,5.3,-25.6,-62.2,15.39,10,1,134.25,3/20/19,457867307,-1.2,1206,"10.00
 - 10.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Automobile,0.00778567
SAQNU US,CuriosityStream Inc,149.5,-10.1,-25.3,-13.8,14.95,10,0.6999999881,149.5,11/20/19,83406B200,0.1,,"10.00
 - 10.00
",Priced Within Range,Media,Communications,Broadcast Serv/Program,
