Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
IRDMU US,Iridium Communications Inc,400,5,13.5,4.2,48.5,10,-3,485,2/15/08,46269C201,3.1,,"10.00
 - 10.00
",Priced Within Range,Telecommunications,Communications,Satellite Telecom,
PAGP US,Plains GP Holdings LP,400,2.7,0.2,0.3,0,0,,0, ,72651A207,12.6,1.82E+08, ,,Pipelines,Energy,Pipelines,92.2277
IDE US,Voya Infrastructure Industrials and Materials Fund,396,,,,0,20,0,0,1/27/10,92912X101,,4.89E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,32.2757
LEAF LN,Leaf Clean Energy Co,394.62,,,-75.1,0,100,6,0, ,N.A.,1.8,90843, ,,Energy-Alternate Sources,Energy,Energy-Alternate Sources,79.2627
WMZ US,Williams Pipeline Partners LP,358,,,10.7,22.6007,20,0,452.01,1/18/08,96950K103,1.3,,"19.00
 - 21.00
",Priced Within Range,Pipelines,Energy,Pipelines,
PKO US,PIMCO Income Opportunity Fund,350.918,,,,0,25,0.200000003,0,11/28/07,72202B100,,,"25.00
 - 25.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
BPW/U US,BPW Acquisition Corp,350,,,-0.2,41.1765,10,-2,411.76,2/27/08,55637201,-0.0432936,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
TWV/U US,Third Wave Acquisition Corp,350,,,,0,0,,0, ,8.84E+210,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
GEGT US,Global Energy Inc/Ohio,350,,,,0,0,,0, ,37932K209,,, ,,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
FET US,Forum Energy Technologies Inc,345,10.5,-16.5,-16.5,0,0,,0, ,34984V209,7.5,9.32E+06, ,,Oil&Gas Services,Energy,Oil Field Mach&Equip,75.7799
1008427D US,Imperium Renewables Inc,345,,,,0,0,,0, ,N.A.,,, ,,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
9953211D US,Western Midstream Operating LP,343.38,-4.4,33.6,12.7,26.5363,16.5,0,437.85,5/9/08,958254104,4.3,2.42E+07,"17.00
 - 19.00
",Priced Below Range,Pipelines,Energy,Pipelines,15.8271
0932775D US,Seacastle Inc,340,,-1.3,,130.694,0,,0, ,N.A.,,,"15.00
 - 17.00
",,Trucking&Leasing,Industrial,Transport-Equip&Leasng,
VRY/U US,Victory Acquisition Corp,330,,,0.9,33,10,3.5,330,4/25/07,92644D209,,,"10.00
 - 10.00
",Priced Within Range,Investment Companies,Financial,Investment Companies,
JCE US,Nuveen Core Equity Alpha Fund,327,,,,0,20,0,0,3/28/07,67090X107,,5.56E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,32.7555
WLBUE US,Western Liberty Bancorp,319.489,516.8,-147.9,-5.5,0,10,0,0,11/21/07,961443207,-0.2,,"10.00
 - 10.00
",Priced Within Range,Banks,Financial,Commer Banks-Western US,
1920137D US,Reliant Pharmaceuticals Inc,316.494,,,,51.6938,0,,0, ,75953J107,,,"25.00
 - 27.00
",,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Generic Drugs,
BKEP US,Blueknight Energy Partners LP,316.25,4.6,95.7,23.5,14.375,22,33.27272797,316.25,7/18/07,09625U109,1.1,7.23E+06,"19.00
 - 21.00
",Priced Above Range,Pipelines,Energy,Pipelines,17.2502
PNNT US,PennantPark Investment Corp,309.375,-1,33.9,4,21.025,15,-4,315.38,4/19/07,708062104,-2.6,1.89E+07,"15.00
 - 15.00
",Priced Within Range,Investment Companies,Financial,Investment Companies,28.9778
2295578Z US,Accelerated Global Technology Corp,300,,,,37.5,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Investment Companies,Financial,Investment Companies,
JTD US,Nuveen Tax-Advantaged Dividend Growth Fund,297,,,,0,20,0.05000000075,0,6/27/07,67073G105,,687402,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,4.74583
1349322D US,MLP & Strategic Equity Fund Inc,290.01,,,,0,20,0,0,6/27/07,55312N106,,,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
MSCI US,MSCI Inc,289.8,12.9,38.8,20.2,16.1,18,38.72222137,289.8,11/15/07,55354G100,19,7.71E+07,"16.00
 - 18.00
",Priced Within Range,Software,Technology,Decision Support Softwar,99.3617
BVWN US,Windstream BV Holdings Inc,287.5,-0.8,0.7,0.8,0,0,,0, ,11138T108,3.2,, ,,Telecommunications,Communications,Telecom Services,
GQN/U US,Global Brands Acquisition Corp,287.5,,,-0.1,0,10,0,0,12/7/07,378982201,0.0245889,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
PPO US,Polypore International LP,285,3.4,5.1,3.6,40.3069,19,-5.105263233,765.83,6/28/07,73179V103,2.5,,"20.00
 - 22.00
",Priced Below Range,Miscellaneous Manufactur,Industrial,Filtration/Separat Prod,
RISK US,RiskMetrics Group LLC,281.75,,,3.7,59.9013,17.5,35.7142868,1048.27,1/24/08,767735103,,,"17.00
 - 19.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Commercial Serv-Finance,
CXO US,Concho Resources Inc,276.232,14.2,-15.6,-52.9,73.633,11.5,12.173913,846.78,8/2/07,20605P101,14.2,8.39E+07,"14.00
 - 16.00
",Priced Below Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,42.7492
EGIOQ US,Edgio Inc,276,68.3,-40.3,-30,81.8336,15,47.86666489,1227.5,6/8/07,53261M203,-2.5,2.16E+06,"12.00
 - 14.00
",Priced Above Range,Internet,Communications,Internet Content-Entmnt,36.9378
IAE US,Voya Asia Pacific High Dividend Equity Income Fund,275,,,,0,25,0.1199999973,0,3/28/07,92912J102,,5.54E+06,"25.00
 - 25.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,51.5768
MXP US,Maxum Petroleum Holdings Inc,267.2,,,,0,0,,0, ,57775X100,,,"14.00
 - 16.00
",,Oil&Gas,Energy,Oil Refining&Marketing,
STTAU US,Stone Tan China Acquisition Corp,263.762,,,0.1,0,8,0,0,10/16/07,861752202,0.0404831,,"8.00
 - 8.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
1820099D US,Capitol Acquisition Corp,262.49,,,-0.3,26.249,10,0,262.49,11/8/07,1.41E+207,0.0707007,,"10.00
 - 10.00
",Priced Within Range,REITS,Financial,REITS-Mortgage,
DEX US,Delaware Enhanced Global Dividend & Income Fund,258.484,,,,0,20,0.05000000075,0,6/27/07,246060107,,1.47E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,13.1223
TOMO US,TomoTherapy Inc,256.594,19.1,-15.3,-12.1,48.7483,19,19.31579018,926.22,5/9/07,890088107,-0.0344582,,"15.00
 - 17.00
",Priced Above Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Imaging Systems,
SEP US,Spectra Energy Partners LP,253,-23,31.2,2.9,44.6299,22,30.22727203,981.86,6/27/07,84756N109,5.1,,"19.00
 - 21.00
",Priced Above Range,Pipelines,Energy,Pipelines,
SGS/U US,Stream Global Services Inc,250,,,0.1,0,8,0,0,10/18/07,86323M209,,,"8.00
 - 8.00
",Priced Within Range,Computers,Technology,Computer Services,
PAX/U US,Kennedy-Wilson Holdings Inc,250,-5.5,-6.4,-0.4,25,10,-0.5,250,11/15/07,74347T202,0.4,,"10.00
 - 10.00
",Priced Within Range,Real Estate,Financial,Real Estate Oper/Develop,
EST/U US,ARMOUR Residential REIT Inc,250,12.3,-2.5,-0.1,0,10,-0.1000000015,0,11/8/07,29365R207,5,,"10.00
 - 10.00
",Priced Within Range,REITS,Financial,REITS-Mortgage,
HQA/U US,HCM Acquisition Co,250,,,,31.25,0,,0, ,40413C209,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
KGB US,kgb Deals Inc,250,,,,0,0,,0, ,N.A.,,, ,,Internet,Communications,E-Commerce/Services,
FGB US,First Trust Specialty Finance and Financial Opportunities Fund,246,,,,0,20,0,0,5/25/07,33733G109,,5.36E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,37.2759
MDAS US,MedAssets Inc,244.72,5.8,-2.8,-2,42.8617,16,28.125,685.79,12/13/07,584045108,2.3,,"14.00
 - 16.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Whsle Drug Dist,
DRP US,DWS RREEF World Real Estate Fund Inc,242.5,,,,0,20,0.25,0,6/27/07,23339T209,,,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
NMD US,Nuveen Municipal High Income Opportunity Fund 2,236.25,,,,0,15,0,0,11/16/07,670683101,,,"15.00
 - 15.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
BQR US,BlackRock EcoSolutions Investment Trust,235,,,,0,20,0,0,9/26/07,92546100,,,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
WHXT US,Whiting USA Trust I,233.55,,,,14.6909,20,4.25,293.82,4/25/08,966389108,,,"19.00
 - 21.00
",Priced Within Range,Oil&Gas,Energy,Oil-US Royalty Trusts,
MASI US,Masimo Corp,232.97,2.2,-14.5,-10.7,54.6043,17,22.94117737,928.27,8/8/07,574795100,3.6,5.03E+07,"16.00
 - 18.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,93.0252
TIPT US,Tiptree Inc,225,23.8,2.6,0.9,21.0124,15,-10,315.19,6/22/07,88822Q103,6.5,1.56E+07,"15.00
 - 17.00
",Priced Within Range,Insurance,Financial,Property/Casualty Ins,41.5253
DOLNQ US,Dolan LLC,224.388,-5.3,-40,-50.3,25.111,14.5,22.20689583,364.11,8/2/07,25659P402,1.2,,"13.50
 - 15.50
",Priced Within Range,Computers,Technology,Computer Services,
1567639D US,RiverSource LaSalle International Real Estate Fund Inc,222.5,,,,0,25,0,0,5/25/07,76932W102,,,"25.00
 - 25.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
DHX US,DHI Group Inc,220.896,-6.5,0.1,0.1,61.961,13,3.076923132,805.49,7/18/07,23331S100,0.4,3.70E+07,"11.00
 - 13.00
",Priced Within Range,Internet,Communications,Internet Content-Info/Ne,76.5937
FBRC US,FBR & Co,220.846,-22.9,-55.1,-5.5,65.5833,17,5.882352829,1114.92,6/8/07,30247C400,-3.1,332,"16.00
 - 18.00
",Priced Within Range,Diversified Finan Serv,Financial,Finance-Invest Bnkr/Brkr,0.00467664
HMR/U US,Sports Properties Acquisition Corp,215.563,,,-0.9,0,10,1.200000048,0,1/18/08,84920F206,0.0391472,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
3363717Z US,Atlas Industries Holdings LLC,213.333,,0.9,,15.6667,0,,0, ,N.A.,,,"14.00
 - 16.00
",,Holding Companies-Divers,Diversified,Diversified Operations,
ENP US,Encore Energy Partners LP,213.116,22,17.4,12.1,24.2106,21,0.1428571492,508.42,9/12/07,29257A106,2.6,, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
INFN US,Infinera Corp,209.3,-12.1,-10.6,-9.3,85.2366,13,51.57692337,1108.08,6/7/07,45667G103,0.3,2.29E+08,"10.00
 - 12.00
",Priced Above Range,Telecommunications,Communications,Networking Products,96.4302
TXC US,Tensar Corp LLC,201.25,,,,0,0,,0, ,88065T103,,, ,,Engineering&Construction,Industrial,Engineering/R&D Services,
2303393Z US,MVC Acquisition Corp,200,,,,0,0,,0, ,553823402,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
CRB/U US,Capstar Acquisition Corp,200,,,,20,0,,0, ,14069P202,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
AXG/U US,Atlas Acquisition Holdings Corp,200,,,-0.2,0,10,-0.5,0,1/25/08,49162209,0.0566202,,"10.00
 - 10.00
",Priced Within Range,Investment Companies,Financial,Investment Companies,
DLIH US,DLI Holding Corp,200,,,,0,0,,0, ,N.A.,,, ,,Holding Companies-Divers,Diversified,Diversified Operations,
PLF US,Plainfield Direct Inc,200,,,,0,0,,0, ,726212103,,, ,,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,
MRR US,Marathon Real Estate Finance Inc,200,,,,0,0,,0, ,N.A.,,, ,,Diversified Finan Serv,Financial,Finance-Mtge Loan/Banker,
SSNC US,SS&C Technologies Holdings Inc,200,6.8,12.9,4,0,0,,0,10/29/08,78467J100,5.6,2.28E+08, ,,Software,Technology,Enterprise Software/Serv,92.6868
2331613Z US,Wattles Acquisition Corp,200,,,,0,0,,0, ,94274P205,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
2331597Z US,Green Energy Acquisition Corp,200,,,,0,0,,0, ,39303V202,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
1935001D US,Raycliff Acquisition Corp,200,,,,0,0,,0, ,754606200,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
TNR US,Turner Investments LP,199.5,,,,0,0,,0, ,900303108,,,"17.00
 - 19.00
",,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,
884071Z LN,Stockwell Capital Investments PLC,194.47,,,,0,0,,0, ,N.A.,,, ,,Closed-end Funds,Financial,Closed-end Funds,
RHIEQ US,Sonar Entertainment Inc,189,,,-40,12.5001,14,-3.571428537,175,6/18/08,74957T104,,,"16.00
 - 18.00
",Priced Below Range,Entertainment,"Consumer, Cyclical",Motion Pictures&Services,
