Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
LEAP/U US,Ribbit LEAP Ltd,402.5,,,17.2,40.25,10,15.30000019,402.5,9/11/20,N.A.,,4506,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,0.0109223
SPNV/U US,Offerpad Solutions Inc,402.5,-30.1,-6.7,-17.9,40.25,10,0.6000000238,402.5,10/21/20,86846V207,0.7,,"10.00
 - 10.00
",Priced Within Range,Real Estate,Financial,Real Estate Oper/Develop,
ALGM US,Allegro MicroSystems Inc,402.5,7.7,14.5,-4.3,189.432,14,26.4285717,2652.05,10/29/20,01749D105,0.9,1.53E+08,"12.00
 - 14.00
",Priced Within Range,Semiconductors,Technology,Semiconductor Equipment,83.1584
CTAQU US,Carney Technology Acquisition Corp II,402.5,,,2.2,41.15,10,1.5,411.5,12/10/20,143636207,-0.0156784,6493,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,0.0157789
CBAH/U US,Altus Power Inc,402.5,26.4,0.6,0.0596038,40.25,10,3.099999905,350,12/11/20,12510J205,0.2,,"10.00
 - 10.00
",Priced Within Range,Electric,Utilities,Electric-Generation,
STPC/U US,Benson Hill Inc,402.5,24.1,-24.3,-29.7,40.25,10,12.39999962,402.5,1/6/21,855179206,-0.3,5.03E+06,"10.00
 - 10.00
",Priced Within Range,Agriculture,"Consumer, Non-cyclical",Agricultural Operations,12.4845
PACXU US,Pioneer Merger Corp,402.5,,,,40.25,10,5.5,402.5,1/8/21,N.A.,-0.0369464,2.28E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,5.67027
EPHYU US,Epiphany Technology Acquisition Corp,402.5,,,2.9,41.05,10,5.400000095,410.5,1/8/21,29429X208,-0.0243714,2.01E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,4.90025
COOLU US,Corner Growth Acquisition Corp,400,,,-23.8,40,10,3.5,400,12/17/20,N.A.,-0.000919734,2.30E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,193.045
FCAX/U US,Fortress Capital Acquisition Corp,400,,,5.4,40,10,7.800000191,350,1/13/21,N.A.,-0.0412145,2.75E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,6.875
FOUR US,Shift4 Payments Inc,396.75,29.8,6.8,5.4,23.325,23,45.82608795,536.475,6/5/20,82452J109,7.3,8.72E+07,"19.00
 - 23.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Commercial Serv-Finance,128.609
STPK/U US,Stem Inc,383.585,-68.6,-590.6,-95.1,38.3585,10,0,383.585,8/18/20,855185203,-0.2,7623,"10.00
 - 10.00
",Priced Within Range,Energy-Alternate Sources,Energy,Energy-Alternate Sources,0.0158984
OSH US,Oak Street Health Inc,377.345,50.8,-23.5,-21.6,240.87,21,90.47618866,5058.27,8/6/20,67181A107,-1.3,1.67E+07,"19.00
 - 20.00
",Priced Above Range,Healthcare-Services,"Consumer, Non-cyclical",Medical-Outptnt/Home Med,6.80556
NGACU US,Xos Inc,375,25.6,-89.6,-52.2,37.5,10,-1.299999952,375,10/7/20,N.A.,-6.5,1.07E+06,"10.00
 - 10.00
",Priced Within Range,Auto Manufacturers,"Consumer, Cyclical",Auto-Med&Heavy Duty Trks,2.85333
LHC/U US,Leo Holdings Corp II,375,,,1.9,37.5,10,2.400000095,375,1/8/21,N.A.,,4.55E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,99.4148
SUMO US,Sumo Logic Inc,374.44,24.1,-41.5,-21.1,100.91,22,22.18181801,2220.02,9/17/20,86646P103,-0.2,1.10E+07,"17.00
 - 21.00
",Priced Above Range,Software,Technology,Computer Software,8.89078
MRACU US,Legacy Enjoy Inc,373.75,,-272.3,-98.9,37.375,10,6,325,12/15/20,N.A.,-3.6,1.96E+06,"10.00
 - 10.00
",Priced Within Range,Computers,Technology,Computer Services,5.25422
LMND US,Lemonade Inc,366.85,22.5,-38.4,-11.6,56.5462,29,139.3448334,1639.84,7/2/20,52567D107,-0.1,3.93E+07,"26.00
 - 28.00
",Priced Above Range,Insurance,Financial,Property/Casualty Ins,53.9178
HIGA/U US,HIG Acquisition Corp,363.945,,,2.2,36.3945,10,-0.6999999881,363.945,10/21/20,N.A.,-0.027006,2571,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,0.00706425
STEP US,StepStone Group Inc,362.25,,8.1,-3.3,29.2375,18,38.88888931,526.275,9/16/20,85914M107,2.6,8.18E+07,"15.00
 - 17.00
",Priced Above Range,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,107.866
FUSE/U US,Moneylion Inc,350,28.9,1.6,1.7,35,10,1.600000024,350,6/26/20,36118H204,18.4,13750,"10.00
 - 10.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Commercial Serv-Finance,0.0392857
TPGY/U US,TPG Pace Beneficial Finance Corp,350,,101.9,24,35,10,0.1000000015,350,10/7/20,N.A.,-0.1,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
QELLU US,Qell Acquisition Corp,349.5,,,,34.95,10,1.600000024,349.5,9/30/20,N.A.,,2.50E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,6.58762
SNPR/U US,Volta Inc,345,68.9,-283.2,-37.9,34.5,10,5.099999905,345,9/11/20,N.A.,-0.6,,"10.00
 - 10.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Misc/Diversified,
JCICU US,Jack Creek Investment Corp,345,,,8.7,34.5,10,4.400000095,345,1/22/21,N.A.,-0.043172,2.10E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,6.07788
PRIUF US,Prime Impact Acquisition I,345,,,,34.5,10,0,345,9/10/20,N.A.,,5.61E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,120.966
SPFR/U US,Velo3D Inc,345,-47,-178.7,-60.1,34.5,10,4.699999809,345,12/3/20,N.A.,-2.5,5000,"10.00
 - 10.00
",Priced Within Range,Computers,Technology,Computers-Other,0.0144928
RMGBU US,RMG Acquisition Corp II,345,,,,0,10,2.700000048,300,12/10/20,N.A.,-0.00428217,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
GHVIU US,Matterport Inc,345,7.5,-151.2,-45.7,34.5,10,4.5,345,12/11/20,38286R204,-0.0668088,4.00E+06,"10.00
 - 10.00
",Priced Within Range,Software,Technology,Applications Software,11.5942
LUXAU US,Lux Health Tech Acquisition Corp,345,,,7.8,34.5,10,0.1000000015,345,10/27/20,55068A209,-0.0204219,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
AVIR US,Atea Pharmaceuticals Inc,345,,,-31.7,82.6169,24,26.41666603,1982.81,10/30/20,04683R106,-1.6,6.52E+07,"22.00
 - 24.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,76.2533
SPRQ/U US,Sunlight Financial Holdings In,345,-14.1,-320.6,-43.4,34.5,10,3,345,11/25/20,846775203,-0.3,2.70E+06,"10.00
 - 10.00
",Priced Within Range,Diversified Finan Serv,Financial,Finance-Consumer Loans,7.82609
BTAQU US,Burgundy Technology Acquisition Corp,345,,,,35.45,10,-0.200000003,455,8/27/20,N.A.,,2.42E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,6.79916
FCACU US,Sharecare Inc,345,0.6,-28.8,-19.5,34.5,10,3.599999905,345,9/22/20,30606L207,-0.0396902,2.22E+06,"10.00
 - 10.00
",Priced Within Range,Software,Technology,Medical Information Sys,6.42393
FAII/U US,ATI Physical Therapy Inc,345,7.7,-7.7,-5.9,34.5,10,1.700000048,345,8/12/20,349642207,-4.4,,"10.00
 - 10.00
",Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Phys Therapy/Rehab Cntrs,
YAC/U US,Yucaipa Acquisition Corp,345,,,,34.5,10,0.1000000015,300,8/4/20,N.A.,,1.29E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,3.74812
GFX/U US,Golden Falcon Acquisition Corp,345,,,5.5,34.5,10,2.900000095,345,12/18/20,38102H208,-0.0301241,2.55E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,60.5906
CAP/U US,Doma Holdings Inc,345,-22.2,-40,-34.6,34.5,10,0.5,345,12/2/20,14064F209,-5.7,4.00E+06,"10.00
 - 10.00
",Priced Within Range,Insurance,Financial,Property/Casualty Ins,11.5797
FVAC/U US,MP Materials Corp,345,-19.5,-32,-2.8,34.5,10,0.6000000238,345,4/30/20,34962V205,0.0800105,25501,"10.00
 - 10.00
",Priced Within Range,Mining,Basic Materials,Diversified Minerals,0.0591328
ERESU US,Abacus Global Management Inc,345,68.5,-21.4,-3.9,34.5,10,0,300,7/23/20,274681204,-2.9,,"10.00
 - 10.00
",Priced Within Range,Insurance,Financial,Insurance Brokers,
DEH/U US,Vicarious Surgical Inc,345,,,-67.4,34.5,10,0.3000000119,345,7/15/20,N.A.,-8.4,,"10.00
 - 10.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Instruments,
KURIU US,Alkuri Global Acquisition Corp,345,,,,34.5,10,6.800000191,345,2/5/21,66981N202,,,"10.00
 - 10.00
",Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Medical Labs&Testing Srv,
VTIQU US,VectoIQ Acquisition Corp II,345,,,0.5,35.4,10,10.5,354,1/7/21,92244F208,-0.0184779,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
PPGHU US,Poema Global Holdings Corp,345,,,,34.5,10,3,300,1/6/21,N.A.,,1.75E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,5.07246
GMBTU US,Queen's Gambit Growth Capital,345,,,,34.5,10,7,345,1/20/21,N.A.,,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
HCICU US,Hennessy Capital Investment Corp V,345,,,,34.5,10,10.89999962,345,1/15/21,42589T206,-0.2,1.61E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,4.65995
HCARU US,Healthcare Services Acquisition Corp,331.2,,,4.5,33.12,10,2.700000048,331.2,12/23/20,42227K203,-0.0219447,2.11E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,6.37681
PRSRU US,Prospector Capital Corp,325,,,,32.5,10,6.099999905,325,1/8/21,N.A.,,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
VACQU US,Rocket Lab USA Inc,320,78.3,-43.6,-17.8,32,10,0.1000000015,320,9/25/20,N.A.,-0.1,226513,"10.00
 - 10.00
",Priced Within Range,Aerospace/Defense,Industrial,Aerospace/Defense,0.707853
FMTX US,Forma Therapeutics Holdings Inc,319.296,,,-34.9,38.5795,20,95,771.59,6/19/20,34633R104,-3.1,1.28E+07,"16.00
 - 18.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,26.8417
KLRS US,Kalaris Therapeutics Inc,317.688,,,-38,63.6069,17,49.35293961,1081.32,7/30/20,482929106,-13.5,1.36E+07,"16.00
 - 18.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,72.9468
MUDSU US,Mudrick Capital Acquisition Corp II,316.25,,,-1.4,31.625,10,0.5,316.25,12/8/20,62477L206,-0.0509496,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
SWBK/U US,Switchback II Corp,316.25,,,,31.625,10,18.5,316.25,1/8/21,N.A.,,2.11E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,6.68695
UHU SP,United Hampshire US REIT,310.264,1.3,40.8,3.7,493.277,0.8,-20.00000191,394.622, ,N.A.,0.0452843,7.45E+07, ,,REITS,Financial,REITS-Shopping Centers,12.6179
IGACU US,IG Acquisition Corp,300,,,9.1,30,10,0,300,10/1/20,449534205,-0.0342534,2381,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,0.00793667
XPOA/U US,DPCM Capital Inc,300,,,,30,10,-0.3000000119,300,10/21/20,23344P200,,1.48E+06,"10.00
 - 10.00
",Priced Within Range,Computers,Technology,Computers,4.94786
2154995D US,Aspire Real Estate Investors Inc,300,,,,16.34,0,,0, ,04538A100,,,"20.00
 - 20.00
",,Real Estate,Financial,Real Estate Oper/Develop,
ALTUU US,Altitude Acquisition Corp,300,-26.2,1426.9,5.8,30,10,2.099999905,300,12/9/20,02156Y202,-0.0311243,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
HTPA/U US,Highland Transcend Partners I Corp,300,,,-7.8,30,10,2.900000095,275,12/3/20,N.A.,-0.0183977,2.06E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,6.85027
TSIAU US,Latch Inc,300,4.6,-239.1,-35.2,30,10,0,0,11/10/20,87284T209,-0.4,4.62E+06,"10.00
 - 10.00
",Priced Within Range,Software,Technology,Applications Software,15.413
MVNR US,Mavenir PLC,300,8.7,-18.9,,15.5239,0,,0, ,N.A.,,,"20.00
 - 24.00
",,Software,Technology,Computer Software,
FRX/U US,Beachbody Co Inc/The,300,-20.5,-17.1,-31.7,30,10,2,300,11/25/20,34619R201,0.3,,"10.00
 - 10.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Vitamins&Nutrition Prod,
TWND/U US,Nuburu Inc,300,-92.7,-22688.7,-393.6,30,10,0,300,9/4/20,87403Q201,-1.1,,"10.00
 - 10.00
",Priced Within Range,Hand/Machine Tools,Industrial,Mach Tools&Rel Products,
PDAC/U US,Peridot Acquisition Corp,300,,,,30,10,-0.5,300,9/24/20,N.A.,,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
HOLUU US,Astra Space Inc,300,-58.6,-4604.4,-141.5,30,10,0.1000000015,300,8/5/20,435063201,-5.3,,"10.00
 - 10.00
",Priced Within Range,Aerospace/Defense,Industrial,Aerospace/Defense,
NGA/U US,Northern Genesis Acquisition Corp,300,,,,30,10,0,300,8/18/20,66516T203,-0.0177764,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
DMYI/U US,IonQ Inc,300,95.4,-769.9,-62.4,27.5,10,0.6000000238,0,11/13/20,233278209,-0.5,, ,,Software,Technology,Computer Software,
GPACU US,Stardust Power Inc,300,,,-90,30,10,3,300,1/12/21,N.A.,-0.2,400000,"10.00
 - 10.00
",Priced Within Range,Chemicals,Basic Materials,Chemicals-Specialty,4.35039
RNA US,Avidity Biosciences Inc,298.08,13.9,-2957.7,-29.4,37.5108,18,58.33333206,675.194,6/12/20,05370A108,-2.7,1.32E+08,"17.00
 - 18.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,109.552
TLS US,Telos Corp,292.641,-25.5,-48.5,-28.6,62.0853,17,19.35294151,1055.45,11/19/20,87969B101,-0.3,3.93E+07,"16.00
 - 18.00
",Priced Within Range,Computers,Technology,Computers-Integrated Sys,52.4359
NKTX US,Nkarta Inc,289.8,,,-24.7,32.5275,18,166.1111145,585.495,7/10/20,65487U108,-1.4,7.48E+07,"16.00
 - 17.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,105.482
ANNX US,Annexon Inc,288.362,,,-42.6,35.9712,17,4.470588207,611.51,7/24/20,03589W102,-0.8,1.24E+08,"15.00
 - 16.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,112.956
PCVX US,Vaxcyte Inc,287.501,,,-18.8,50.7295,16,63.4375,811.672,6/12/20,92243G108,-3.7,1.57E+08,"14.00
 - 16.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,121.878
KRON US,Kronos Bio Inc,287.5,56.6,-874,-50.9,56.1708,19,42.4736824,1067.25,10/9/20,50107A104,-1,1.77E+07,"16.00
 - 18.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,28.9843
RAACU US,Berkshire Grey Inc,287.5,29.4,-156.1,-74.1,28.75,10,3.5,287.5,12/8/20,76156P205,-0.4,1.79E+06,"10.00
 - 10.00
",Priced Within Range,Electronics,Industrial,Instruments-Controls,6.22923
HMCOU US,HumanCo Acquisition Corp,287.5,,,4.3,28.75,10,7.5,287.5,12/9/20,44487N208,-0.0232711,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
KLAQU US,KL Acquisition Corp,287.5,,,6.8,28.75,10,2.700000048,287.5,1/8/21,49837C208,-0.026856,3.17E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,11.032
TZPSU US,TZP Strategies Acquisition Corp,287.5,,,6.1,28.75,10,2.700000048,287.5,1/20/21,N.A.,-0.0431916,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
ENFAU US,BuzzFeed Inc,287.5,-17.6,-5.3,-3.1,29.4525,10,5,294.525,1/12/21,28250A204,-0.5,1.18E+06,"10.00
 - 10.00
",Priced Within Range,Internet,Communications,Internet Content-Info/Ne,4.01221
CGEM US,Cullinan Therapeutics Inc,287.385,,,-30.2,41.2828,21,42.42856979,866.939,1/8/21,230031106,-2.7,6.70E+07,"19.00
 - 20.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,114.539
ONEM US,1Life Healthcare Inc,281.75,67.7,-38,-15.7,125.036,14,57.6428566,1750.5,1/31/20,68269G107,-1,4.72E+07,"14.00
 - 16.00
",Priced Within Range,Software,Technology,Medical Information Sys,22.8386
OM US,Outset Medical Inc,277.933,-12.8,-112.5,-43.4,42.328,27,124.7407379,1142.86,9/15/20,690145206,-33.5,6.26E+06,"22.00
 - 24.00
",Priced Above Range,Software,Technology,Applications Software,35.3281
SPRY US,ARS Pharmaceuticals Inc,277.725,297063,8.9,2.7,33.2917,21,19.04761887,662.901,12/4/20,82835W108,0.1,8.38E+07,"19.00
 - 20.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,85.3866
ACTCU US,Proterra Inc,277.5,27.3,-76.9,-26.1,27.75,10,0,277.5,9/23/20,N.A.,-1.3,41097,"10.00
 - 10.00
",Priced Within Range,Auto Manufacturers,"Consumer, Cyclical",Auto-Med&Heavy Duty Trks,0.148097
UPST US,Upstart Holdings Inc,276.362,23.9,-20.2,-5.8,72.4609,20,47.34999847,1449.22,12/16/20,91680M107,2,6.26E+07,"20.00
 - 22.00
",Priced Within Range,Diversified Finan Serv,Financial,Finance-Consumer Loans,65.8557
PMGMU US,Priveterra Acquisition Corp II,276,,,0.6,27.6,10,1.799999952,276,1/8/21,876545203,-0.0456685,2.71E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,92.5627
KINZU US,CXApp Inc,276,24.3,-271.7,-56.7,27.6,10,1.700000048,276,12/15/20,49714K208,-0.4,1605,"10.00
 - 10.00
",Priced Within Range,Software,Technology,Enterprise Software/Serv,0.171092
CVT US,Cvent Holding Corp,276,21.5,-15.9,-4.4,34.28,10,9.199999809,342.8,11/17/20,126677103,0.2,752000,"10.00
 - 10.00
",Priced Within Range,Software,Technology,Enterprise Software/Serv,0.152963
KNTE US,Kinnate Biopharma Inc,276,,,-49.8,42.8272,20,95.15000153,820.544,12/3/20,49705R105,-2.1,6.93E+06,"18.00
 - 19.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,14.6704
CND/U US,Concord Acquisition Corp,276,,,-9.9,29.3,10,1,293,12/8/20,206071201,-0.0252546,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
TINV/U US,Grindr Inc,276,32.7,-38,-28.3,27.6,10,1.600000024,276,11/24/20,N.A.,0.5,,"10.00
 - 10.00
",Priced Within Range,Internet,Communications,E-Commerce/Services,
CCAC/U US,Quanergy Systems Inc,276,,,-91.6,27.6,10,2,240,2/11/20,N.A.,-0.0275438,16453,"10.00
 - 10.00
",Priced Within Range,Semiconductors,Technology,Electronic Compo-Semicon,0.0596123
DMYD/U US,dMY Technology Group Inc II,276,,,,27.6,10,1,276,8/14/20,233277201,-0.0173607,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
CPSR/U US,Gelesis Holdings Inc,276,130.3,-216.4,-42.9,27.6,10,2.200000048,276,7/2/20,14070Y200,-1.1,,"10.00
 - 10.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
ROT/U US,Palladyne AI Corp,276,26.6,-932.6,-124.4,27.6,10,4.599999905,276,1/15/21,77879W204,-0.8,1.75E+06,"10.00
 - 10.00
",Priced Within Range,Machinery-Diversified,Industrial,Industrial Automat/Robot,6.34058
IVAN/U US,SES AI Corp,276,,-4911,-27.2,27.6,10,12.10000038,276,1/7/21,N.A.,-0.2,1.45E+06,"10.00
 - 10.00
",Priced Within Range,Auto Parts&Equipment,"Consumer, Cyclical",Auto/Trk Prts&Equip-Orig,5.26344
HLAHU US,Hamilton Lane Alliance Holdings I Inc,276,,,3.6,27.6,10,10.10000038,276,1/13/21,40749M202,-0.0617865,8.42E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,30.5072
EACPU US,Edify Acquisition Corp,276,,,0.7,27.6,10,4,276,1/15/21,28059Q202,-0.0548126,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
SWETU US,Athlon Acquisition Corp,276,,,1.2,27.6,10,4.5,276,1/12/21,04748A205,-0.0257973,1.20E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,4.34783
POWRU US,Powered Brands,276,,,3.2,27.6,10,5.300000191,276,1/8/21,N.A.,-0.1,1.38E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,4.98188
KAIRU US,Kairos Acquisition Corp,276,,,4.7,27.6,10,2,276,1/6/21,N.A.,-0.0731811,1.42E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,5.14234
EPWR/U US,Empowerment & Inclusion Capital I Corp,276,,,5.5,27.6,10,2.799999952,276,1/8/21,29248N209,-0.034477,1.95E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,7.06522
ADEX/U US,Griid Infrastructure Inc,276,-12.2,-95,,27.6,10,3.400000095,276,1/12/21,7024201,-0.3,,"10.00
 - 10.00
",Priced Within Range,Investment Companies,Financial,Investment Companies,
ATAC/U US,Blue Owl Capital Inc,275,32.5,4.7,1.1,27.5,10,-1.200000048,250,10/23/20,N.A.,1.8,,"10.00
 - 10.00
",Priced Within Range,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,
NEBCU US,Rover Group Inc,275,58.4,-12.6,2.7,27.5,10,3,275,12/9/20,629070202,0.00908421,3.08E+06,"10.00
 - 10.00
",Priced Within Range,Internet,Communications,Internet Content-Info/Ne,11.1848
HCCCU US,Healthcare Capital Corp,275,,,,27.5,10,2.599999905,0,1/15/21,42228C200,,2.59E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,9.41364
ADERU US,26 Capital Acquisition Corp,275,,,4.6,27.5,10,5.5,275,1/15/21,90138P209,-0.0586879,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
RVMD US,REVOLUTION Medicines Inc,273.7,,,-25.9,59.0023,17,70,1003.04,2/13/20,76155X100,-3.3,2.00E+08,"16.00
 - 17.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,107.684
BSY US,Bentley Systems Inc,271.942,10.1,17.3,6.9,249.633,22,52.22727203,5491.93,9/23/20,08265T208,1.3,1.38E+08,"19.00
 - 21.00
",Priced Above Range,Software,Technology,Computer Aided Design,47.485
DYN US,Dyne Therapeutics Inc,267.697,,,-74.1,45.4229,19,25.78947449,863.035,9/17/20,26818M108,-3.1,1.24E+08,"16.00
 - 18.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,108.925
CTAC/U US,Cerberus Telecom Acquisition Corp,265.25,,,,32.425,10,-0.6000000238,309,10/22/20,N.A.,,1.50E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,5.57814
SVOKU US,Boxed Inc,258.75,,-39,-70.4,25.875,10,1.600000024,258.75,12/18/20,81787X205,,4.92E+06,"10.00
 - 10.00
",Priced Within Range,Food,"Consumer, Non-cyclical",Food-Retail,19.0145
CLAS/U US,Class Acceleration Corp,258.75,,,,25.875,10,5.5,258.75,1/15/21,18274B205,-0.0347386,2.84E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,10.9821
CRU/U US,Crucible Acquisition Corp,258.75,,,5.8,25.875,10,5.599999905,225,1/5/21,22877P207,-0.1,1.35E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,5.21894
GSAQU US,Global Synergy Acquisition Corp,258.75,,,6.4,25.875,10,3,258.75,1/8/21,N.A.,-0.0326399,3.64E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,14.0787
CRSR US,Corsair Gaming Inc,257.302,-9.8,-7.5,-7.6,91.8494,17,-16.1764698,1561.44,9/23/20,22041X102,0.3,9.24E+07,"16.00
 - 18.00
",Priced Within Range,Computers,Technology,Computers-Other,88.1171
STIC/U US,BARK Inc,254.35,-8.4,-7.5,-10.3,25.435,10,-0.8999999762,250,11/11/20,665742201,,,"10.00
 - 10.00
",Priced Within Range,Internet,Communications,E-Commerce/Products,
ACCD US,Accolade Inc,253.574,14,-24,-25.1,48.7887,22,35,1073.35,7/2/20,4.37E+104,-0.2,6.69E+07,"19.00
 - 21.00
",Priced Above Range,Healthcare-Services,"Consumer, Non-cyclical",Phys Practice Mgmnt,81.5474
